-----
{
 "description": "More than 1 Lakh Community Service Centers(CSC) with Broadband Connectivity are envisaged. These are last mile kiosk for providing e-services to citizens. The CSCs have been established in PPP mode where Service Center Agencies(SCA) have been selected to run the kiosk. District Wise CSC Roll out...", 
 "file_name": "District_wise_CSC_rollout_and_connectivity.csv", 
 "title": "District Wise Community Service Centers(CSC) Roll out and Connectivity ", 
 "url": "http://data.gov.in/sites/default/files/District_wise_CSC_rollout_and_connectivity.csv"
}
-----
 State , Service Centre Agency, Divisions / Zones , Name of Districts  , Total CSCs to be set up , Roll Out as on 30th Sept 2012 , CSCs Connected  , BSNL, VSAT, Data Card, Others
Madhya Pradesh,AISECT,Rewa,Satna,340,355,355,27,0,14,314
Madhya Pradesh,AISECT,Rewa,Shahdol,141,164,164,8,0,105,51
Madhya Pradesh,AISECT,Rewa,Sidhi,175,189,189,52,0,25,112
Madhya Pradesh,AISECT,Rewa,Singrauli,125,147,147,2,0,58,87
Madhya Pradesh,AISECT,Rewa,Umaria,115,125,125,6,0,41,78
Madhya Pradesh,AISECT,Sagar,Chattarpur,198,225,225,11,0,4,210
Madhya Pradesh,AISECT,Sagar,Damoh,203,230,230,32,0,6,192
Madhya Pradesh,AISECT,Sagar,Panna,169,186,186,18,0,6,162
Madhya Pradesh,AISECT,Sagar,Sagar,345,388,388,174,0,4,210
Madhya Pradesh,AISECT,Sagar,Tikamgarh,161,170,170,4,0,18,148
Madhya Pradesh,AISECT,Hoshangabad,Harda,164,148,148,0,0,0,148
Madhya Pradesh,AISECT,Hoshangabad,Hoshangabad,93,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Bhopal,Betul,234,1990,1759,332,0,606,821
Madhya Pradesh,CMS Computers Ltd,Bhopal,Bhopal,90,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Bhopal,Raisen,252,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Bhopal,Rajgarh,289,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Bhopal,Sehore,181,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Bhopal,Vidisha,265,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Gwalior,Ashok Nagar,148,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Gwalior,Datia,101,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Gwalior,Guna,223,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Gwalior,Gwalior,109,0,0,0,0,0,0
Madhya Pradesh,CMS Computers Ltd,Gwalior,Shivpuri,244,0,0,0,0,0,0
Madhya Pradesh,NICT,Indore,Badwani / Barwani,127,1130,909,514,0,122,273
Madhya Pradesh,NICT,Indore,Burhanpur,47,0,0,0,0,0,0
Madhya Pradesh,NICT,Indore,Dhar,261,0,0,0,0,0,0
Madhya Pradesh,NICT,Indore,Indore,117,0,0,0,0,0,0
Madhya Pradesh,NICT,Indore,Jhabua,234,0,0,0,0,0,0
Madhya Pradesh,NICT,Indore,Khandwa (East Nimar),141,0,0,0,0,0,0
Madhya Pradesh,NICT,Indore,Khargone (West Nimar),208,0,0,0,0,0,0
Madhya Pradesh,NICT,Ujjain,Dewas,185,1021,882,504,0,94,284
Madhya Pradesh,NICT,Ujjain,Mandsaur,158,0,0,0,0,0,0
Madhya Pradesh,NICT,Ujjain,Neemuch,117,0,0,0,0,0,0
Madhya Pradesh,NICT,Ujjain,Ratlam,184,0,0,0,0,0,0
Madhya Pradesh,NICT,Ujjain,Shajapur,188,0,0,0,0,0,0
Madhya Pradesh,NICT,Ujjain,Ujjain,191,0,0,0,0,0,0
Madhya Pradesh,Reliance Communications,Jabalpur,Balaghat,234,234,222,90,0,47,85
Madhya Pradesh,Reliance Communications,Jabalpur,Chhindwara,330,330,325,78,0,51,196
Madhya Pradesh,Reliance Communications,Jabalpur,Dindori,154,154,98,18,0,29,51
Madhya Pradesh,Reliance Communications,Jabalpur,Jabalpur,207,240,233,62,0,57,114
Madhya Pradesh,Reliance Communications,Jabalpur,Katni,160,181,173,24,0,36,113
Madhya Pradesh,Reliance Communications,Jabalpur,Mandla,206,206,186,38,0,23,125
Madhya Pradesh,Reliance Communications,Jabalpur,Narsinghpur,202,208,205,39,0,46,120
Madhya Pradesh,Reliance Communications,Jabalpur,Seoni,272,272,253,67,0,59,127
Maharashtra,SPANCO Ltd,Pune,Kolhapur ,305,350,395,326,0,68,1
Maharashtra,SPANCO Ltd,Pune,Pune,467,516,315,217,0,94,4
Maharashtra,SPANCO Ltd,Pune,Sangli ,182,203,302,249,0,51,2
Maharashtra,SPANCO Ltd,Pune,Satara,435,341,261,177,0,83,1
Maharashtra,SPANCO Ltd,Pune,Solapur ,288,283,182,182,0,0,0
Maharashtra,SPANCO Ltd,Konkan,Mumbai (Sub),0,75,427,316,0,106,5
Maharashtra,SPANCO Ltd,Konkan,Mumbai City,0,25,154,76,0,76,2
Maharashtra,SPANCO Ltd,Konkan,Raigad ,480,442,394,141,0,230,23
Maharashtra,SPANCO Ltd,Konkan,Ratnagiri ,386,417,373,220,0,126,27
Maharashtra,SPANCO Ltd,Konkan,Sindhudurg,186,172,45,45,0,0,0
Maharashtra,SPANCO Ltd,Konkan,Thane,437,517,16,16,0,0,0
Maharashtra,BASIX,Nashik,Ahmednagar,326,243,237,221,0,10,6
Maharashtra,BASIX,Nashik,Dhule,136,112,107,105,0,0,2
Maharashtra,BASIX,Nashik,Jalgaon,312,210,209,110,0,70,29
Maharashtra,BASIX,Nashik,Nandurbar,189,64,62,60,0,2,0
Maharashtra,BASIX,Nashik,Nashik,398,116,91,91,0,0,0
Maharashtra,CMS Computers Ltd,Amravati,Akola,246,255,190,100,0,90,0
Maharashtra,CMS Computers Ltd,Amravati,Amaravati,501,518,183,100,0,83,0
Maharashtra,CMS Computers Ltd,Amravati,Buldhana,359,377,225,116,0,109,0
Maharashtra,CMS Computers Ltd,Amravati,Washim,198,218,127,63,0,64,0
Maharashtra,CMS Computers Ltd,Amravati,Yeotmal,532,552,235,137,0,98,0
Maharashtra,CMS Computers Ltd,Aurangabad,Aurangabad,336,354,389,241,0,148,0
Maharashtra,CMS Computers Ltd,Aurangabad,Beed,342,359,320,242,0,78,0
Maharashtra,CMS Computers Ltd,Aurangabad,Hingoli,177,190,108,61,0,47,0
Maharashtra,CMS Computers Ltd,Aurangabad,Jalana,243,259,183,92,0,91,0
Maharashtra,CMS Computers Ltd,Aurangabad,Latur,236,236,203,126,0,77,0
Maharashtra,CMS Computers Ltd,Aurangabad,Nanded,402,465,380,269,0,111,0
Maharashtra,CMS Computers Ltd,Aurangabad,Osmanabad,183,192,183,134,0,49,0
Maharashtra,CMS Computers Ltd,Aurangabad,Parbhani,210,213,162,99,0,63,0
Maharashtra,Reliance Communications,Nagpur,Bhandara,242,297,234,74,0,70,90
Maharashtra,Reliance Communications,Nagpur,Chandrapur,489,573,430,74,0,228,128
Maharashtra,Reliance Communications,Nagpur,Gadchiroli,459,172,138,41,0,64,33
Maharashtra,Reliance Communications,Nagpur,Gondiya,264,334,257,80,0,78,99
Maharashtra,Reliance Communications,Nagpur,Nagpur,528,610,437,105,0,200,132
Maharashtra,Reliance Communications,Nagpur,Wardha,372,168,162,4,0,84,74
Manipur,Zoom developers,MN-01 Zone 1,Bishnupur,9,9,127,47,11,35,34
Manipur,Zoom developers,MN-01 Zone 1,Chandel,60,60,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Churachandpur,91,91,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Imphal East,34,34,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Imphal West,22,22,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Senapati,104,104,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Tamenglong,29,29,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Thoubal,17,17,0,0,0,0,0
Manipur,Zoom developers,MN-01 Zone 1,Ukhrul,33,33,0,0,0,0,0
Meghalaya,BASIX,ML-01 Zone1,East Garo Hills,25,13,7,0,7,0,0
Meghalaya,BASIX,ML-01 Zone1,East Khasi Hills,59,75,49,6,41,0,2
Meghalaya,BASIX,ML-01 Zone1,Jaintia Hills,30,30,11,0,11,0,0
Meghalaya,BASIX,ML-01 Zone1,Ri Bhoi,25,29,12,0,12,0,0
Meghalaya,BASIX,ML-01 Zone1,South Garo Hills,10,8,3,0,3,0,0
Meghalaya,BASIX,ML-01 Zone1,West Garo Hills,40,30,21,1,18,0,2
Meghalaya,BASIX,ML-01 Zone1,West Khasi Hills,36,40,12,1,11,0,0
Mizoram,Zoram Electronics Dev Corp Ltd,,,136,136,107,58,29,20,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Dimapur,25,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Kohima,25,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Mokokchung,25,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Mon,20,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Phek,20,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Peren,15,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Kiphire,15,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Longling,15,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Tuensang,20,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Wokha,20,0,0,0,0,0,0
Nagaland,SCA Terminated,Nagaland-Zone 1,Zunheboto,20,0,0,0,0,0,0
Orissa,Zoom Developers,Zone 1,Balasore,492,323,141,54,0,0,87
Orissa,Zoom Developers,Zone 1,Bhadrak,219,221,60,17,0,0,43
Orissa,Zoom Developers,Zone 1,Jajpur,296,143,40,19,0,0,21
Orissa,Zoom Developers,Zone 1,Kendrapara,257,202,63,29,0,0,34
Orissa,Zoom Developers,Zone 1,Mayurbhanj,658,393,195,48,0,0,147
Orissa,Zoom Developers,Zone 3,Angul,318,134,65,18,0,0,47
Orissa,Zoom Developers,Zone 3,Deogarh,146,35,17,8,0,0,9
Orissa,Zoom Developers,Zone 3,Dhenkanal,202,137,50,28,0,0,22
Orissa,Zoom Developers,Zone 3,Keonjhar,354,210,89,9,0,0,80
Orissa,Zoom Developers,Zone 3,Sundergarh,294,188,49,15,0,0,34
Orissa,SREI Sahaj,Zone 4,Bargarh,201,181,139,81,50,8,0
Orissa,SREI Sahaj,Zone 4,Bolangir,299,152,119,77,36,6,0
Orissa,SREI Sahaj,Zone 4,Boudh,198,60,51,21,28,2,0
Orissa,SREI Sahaj,Zone 4,Jharsuguda,58,75,60,22,36,2,0
Orissa,SREI Sahaj,Zone 4,Sambalpur,220,133,110,63,43,4,0
Orissa,SREI Sahaj,Zone 4,Sonepur,160,79,71,32,36,3,0
Orissa,SREI Sahaj,Zone 6,Kalahandi,373,235,214,17,194,3,0
Orissa,SREI Sahaj,Zone 6,Koraput,338,261,236,25,208,3,0
Orissa,SREI Sahaj,Zone 6,Malkangiri,174,112,98,4,91,3,0
Orissa,SREI Sahaj,Zone 6,Nabarangpur,150,161,143,2,140,1,0
Orissa,SREI Sahaj,Zone 6,Nuapara,111,100,88,1,86,1,0
Orissa,SREI Sahaj,Zone 2,Cuttack,325,233,178,85,92,1,0
Orissa,SREI Sahaj,Zone 2,Jagatsinghpur,215,126,106,82,21,3,0
Orissa,SREI Sahaj,Zone 2,Khurda,258,140,126,94,31,1,0
Orissa,SREI Sahaj,Zone 2,Nayagarh,282,135,117,87,24,6,0
Orissa,SREI Sahaj,Zone 2,Puri,286,158,116,69,45,2,0
Orissa,BASIX,Zone 5,Gajapati,270,170,162,11,0,0,151
Orissa,BASIX,Zone 5,Ganjam,535,469,438,43,0,0,395
Orissa,BASIX,Zone 5,Kandhmal,424,146,110,28,0,0,82
Orissa,BASIX,Zone 5,Rayagada,445,190,181,10,0,0,171
Puducherry,Tera Software,Puducherry Zone 5,Karaikal,21,21,23,21,0,0,2
Puducherry,Tera Software,Puducherry Zone 5,Mahe,5,5,5,5,0,0,0
Puducherry,Tera Software,Puducherry Zone 5,Puducherry,35,35,33,33,0,0,0
Puducherry,Tera Software,Puducherry Zone 5,Yanam,5,4,4,4,0,0,0
Punjab,AISECT,Zone 1,Gurdaspur,270,254,254,75,0,0,179
Punjab,AISECT,Zone 3,Hoshiarpur,236,251,251,34,0,0,217
Punjab,AISECT,Zone 3,Nawanshahar,79,80,80,36,0,0,44
Punjab,BASIX,Zone 4,Jalandar,158,109,109,109,0,0,0
Punjab,BASIX,Zone 4,Kapurthala,115,93,93,93,0,0,0
Punjab,BASIX,Zone 5,Fatehgarh Saheb,74,69,69,51,0,2,16
Punjab,BASIX,Zone 5,Ludhiana,153,133,133,129,0,0,4
Punjab,BASIX,Zone 6,Patiala,181,169,169,147,0,7,15
Punjab,BASIX,Zone 6,Mohali,73,122,122,116,0,2,4
Punjab,BASIX,Zone 6,Rupnagar,75,0,0,0,0,0,0
Punjab,Calance / Vakrangee,Zone 2,Amritsar,118,115,115,67,0,25,23
Punjab,Calance / Vakrangee,Zone 2,Taran Taran,87,90,90,44,0,10,36
Punjab,Tera Software,Zone 7,Sangrur & Barnala,117,0,0,0,0,0,0
Punjab,SPANCO Ltd,Zone 8,Mansa,40,10,10,8,0,0,2
Punjab,SPANCO Ltd,Zone 8,Bhatinda,47,24,24,13,0,11,0
Punjab,SPANCO Ltd,Zone 9,Moga,55,18,18,11,0,6,1
Punjab,SPANCO Ltd,Zone 9,Faridkot,28,18,18,4,0,7,7
Punjab,SPANCO Ltd,Zone 9,Muktsar,39,22,22,5,0,5,12
Punjab,SPANCO Ltd,Zone 10,Ferozpur,167,11,11,1,0,5,5
Rajasthan,CMS Computers Ltd,Ajmer,Ajmer,172,615,611,361,0,0,250
Rajasthan,CMS Computers Ltd,Ajmer,Bhilwara,284,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Ajmer,Nagaur,249,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Ajmer,Tonk,173,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Jaipur,Alwar,327,865,836,597,0,0,239
Rajasthan,CMS Computers Ltd,Jaipur,Dausa,171,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Jaipur,Jaipur ,348,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Jaipur,Jhunjhunu,144,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Jaipur,Sikar,166,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Kota,Baran ,183,491,488,237,0,0,251
Rajasthan,CMS Computers Ltd,Kota,Bundi,141,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Kota,Jhalawar,246,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Kota,Kota,136,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Udaipur,Banswara,244,715,710,341,0,0,369
Rajasthan,CMS Computers Ltd,Udaipur,Chittorgarh,252,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Udaipur,Dungarpur,143,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Udaipur,Pratapgarh,160,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Udaipur,Rajsamand ,162,0,0,0,0,0,0
Rajasthan,CMS Computers Ltd,Udaipur,Udaipur,353,0,0,0,0,0,0
Rajasthan,Vakrangee,Jodhpur,Barmer,324,662,662,627,0,0,35
Rajasthan,Vakrangee,Jodhpur,Jaisalmer,99,0,0,0,0,0,0
Rajasthan,Vakrangee,Jodhpur,Jalore,117,0,0,0,0,0,0
Rajasthan,Vakrangee,Jodhpur,Jodhpur,178,0,0,0,0,0,0
Rajasthan,Vakrangee,Jodhpur,Pali,157,0,0,0,0,0,0
Rajasthan,Vakrangee,Jodhpur,Sirohi,76,0,0,0,0,0,0
Rajasthan,Vakrangee,Bikaner,Bikaner,136,535,531,513,0,0,18
Rajasthan,Vakrangee,Bikaner,Churu,143,0,0,0,0,0,0
Rajasthan,Vakrangee,Bikaner,Hanumangarh,279,0,0,0,0,0,0
Rajasthan,Vakrangee,Bikaner,Sri Ganganagar,456,0,0,0,0,0,0
Rajasthan,Vakrangee,Bharatpur,Bharatpur,230,341,340,335,0,0,5
Rajasthan,Vakrangee,Bharatpur,Dholpur,132,0,0,0,0,0,0
Rajasthan,Vakrangee,Bharatpur,Karauli,125,0,0,0,0,0,0
Rajasthan,Vakrangee,Bharatpur,Sawai Madhopur,120,0,0,0,0,0,0
Sikkim,IL&FS Ltd. ,SK-01-Zone1,East,13,45,43,0,40,0,3
Sikkim,IL&FS Ltd. ,SK-01-Zone1,North,8,0,0,0,0,0,0
Sikkim,IL&FS Ltd. ,SK-01-Zone1,South,13,0,0,0,0,0,0
Sikkim,IL&FS Ltd. ,SK-01-Zone1,West,11,0,0,0,0,0,0
Tamil Nadu,SREI Sahaj,North East,Dharmapuri,163,1045,1045,702,343,0,0
Tamil Nadu,SREI Sahaj,North East,Krishnagiri,221,0,0,0,0,0,0
Tamil Nadu,SREI Sahaj,North East,Thirruvanamalai,367,0,0,0,0,0,0
Tamil Nadu,SREI Sahaj,North East,Vellore,294,0,0,0,0,0,0
Tamil Nadu,SREI Sahaj,North East,other districts,0,0,0,0,0,0,0
Tamil Nadu,PACS,,,0,1638,1638,1638,0,0,0
Tamil Nadu,SCA Terminated,Central,Ariyalur,4395,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,Central,Nagapattinam,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,Central,Perambalur,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,Central,Pudukottai,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,Central,Thanjavur,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,Central,Thiruchirapalli,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,Central,Thiruvarur,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,East,Cuddalore,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,East,Kancheepuram,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,East,Thiruvallur,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,East,Viluppuram,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Coimbatore,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Dindigul,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Erode,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Karur,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Namakkal,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Nilgiris,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,North West,Salem,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Kanniyakumari,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Madurai,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Ramnathapuram,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Sivaganga,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Theni,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Thirunelveli,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Thootikodi,0,0,0,0,0,0,0
Tamil Nadu,SCA Terminated,South,Virudhunagar,0,0,0,0,0,0,0
Tripura,BASIX,TR-01 Zone1,North,17,16,27,17,10,0,0
Tripura,BASIX,TR-01 Zone1,Unakoti,10,11,16,11,5,0,0
Tripura,BASIX,TR-01 Zone1,South,19,19,32,19,13,0,0
Tripura,BASIX,TR-01 Zone1,Gomati,21,21,26,21,5,0,0
Tripura,BASIX,TR-01 Zone1,West,20,20,24,20,4,0,0
Tripura,BASIX,TR-01 Zone1,Khowai,22,22,24,22,2,0,0
Tripura,BASIX,TR-01 Zone1,Sepahijala,19,19,22,19,3,0,0
Tripura,BASIX,TR-01 Zone1,Dhalai,17,17,26,16,10,0,0
Uttar Pradesh,CMS Computers Ltd,Moradabad,Moradabad,301,188,120,51,0,34,35
Uttar Pradesh,CMS Computers Ltd,Moradabad,Bijnor,497,238,167,65,0,43,59
Uttar Pradesh,CMS Computers Ltd,Moradabad,Rampur,193,170,99,50,0,35,14
Uttar Pradesh,CMS Computers Ltd,Moradabad,JP Nagar,188,168,82,46,0,21,15
Uttar Pradesh,CMS Computers Ltd,Moradabad,Saharanpur,267,211,122,66,0,31,25
Uttar Pradesh,CMS Computers Ltd,Moradabad,Muzaffar Nagar,169,167,134,71,0,37,26
Uttar Pradesh,CMS Computers Ltd,Kanpur,Kanpur Nagar,167,135,94,43,0,28,23
Uttar Pradesh,CMS Computers Ltd,Kanpur,Kanpur Dehat,174,134,92,39,0,31,22
Uttar Pradesh,CMS Computers Ltd,Kanpur,Farrukhabad,169,131,75,37,0,29,9
Uttar Pradesh,CMS Computers Ltd,Kanpur,Kannoj,127,104,78,36,0,33,9
Uttar Pradesh,CMS Computers Ltd,Kanpur,Etawah,116,107,77,33,0,31,13
Uttar Pradesh,CMS Computers Ltd,Kanpur,Auraiya,140,121,101,43,0,28,30
Uttar Pradesh,CMS Computers Ltd,Kanpur,Jhansi,139,127,93,47,0,26,20
Uttar Pradesh,CMS Computers Ltd,Kanpur,Jalaun,193,142,92,45,0,31,16
Uttar Pradesh,CMS Computers Ltd,Kanpur,Lalitpur,127,115,72,36,0,24,12
Uttar Pradesh,CMS Computers Ltd,Kanpur/Chitrakoot,Chitrakoot,108,99,84,32,0,22,30
Uttar Pradesh,CMS Computers Ltd,Kanpur/Chitrakoot,Hamirpur,104,89,65,24,0,24,17
Uttar Pradesh,CMS Computers Ltd,Kanpur/Chitrakoot,Mahoba,86,78,66,27,0,23,16
Uttar Pradesh,CMS Computers Ltd,Kanpur/Chitrakoot,Banda,117,112,84,32,0,29,23
Uttar Pradesh,SREI Sahaj,Lucknow,Basti,560,293,247,14,82,151,0
Uttar Pradesh,SREI Sahaj,Lucknow,Deoria,362,325,239,11,74,138,16
Uttar Pradesh,SREI Sahaj,Lucknow,Gorakhpur,555,549,378,40,110,201,27
Uttar Pradesh,SREI Sahaj,Lucknow,Hardoi,347,183,136,2,60,59,15
Uttar Pradesh,SREI Sahaj,Lucknow,Kushi Nagar,273,264,218,7,102,103,6
Uttar Pradesh,SREI Sahaj,Lucknow,Lakhimpur kheri,300,221,188,5,55,115,13
Uttar Pradesh,SREI Sahaj,Lucknow,Lucknow,142,142,139,3,30,99,7
Uttar Pradesh,SREI Sahaj,Lucknow,Maharajganj,206,195,177,6,62,85,24
Uttar Pradesh,SREI Sahaj,Lucknow,Rai Bareli,297,297,291,18,58,208,7
Uttar Pradesh,SREI Sahaj,Lucknow,Sant Kabir Nagar,288,138,119,9,69,20,21
Uttar Pradesh,SREI Sahaj,Lucknow,Siddharta Nagar,426,210,153,4,43,93,13
Uttar Pradesh,SREI Sahaj,Lucknow,Sitapur,394,364,332,3,70,240,19
Uttar Pradesh,SREI Sahaj,Lucknow,Unnao,299,261,171,3,52,102,14
Uttar Pradesh,SREI Sahaj,Varanasi,Allahabad,512,443,270,12,65,168,25
Uttar Pradesh,SREI Sahaj,Varanasi,Chandoli,271,180,125,15,40,47,23
Uttar Pradesh,SREI Sahaj,Varanasi,Fatehpur,255,255,196,9,58,107,22
Uttar Pradesh,SREI Sahaj,Varanasi,Gazipur,561,477,231,35,77,96,23
Uttar Pradesh,SREI Sahaj,Varanasi,Jaunpur,567,499,253,34,100,98,21
Uttar Pradesh,SREI Sahaj,Varanasi,Kaushambi,146,146,128,2,40,75,11
Uttar Pradesh,SREI Sahaj,Varanasi,Mirzapur,329,231,152,6,70,51,25
Uttar Pradesh,SREI Sahaj,Varanasi,Pratapgarh,363,363,271,28,78,153,12
Uttar Pradesh,SREI Sahaj,Varanasi,Sant Rabidas Nagar,204,153,117,24,37,48,8
Uttar Pradesh,SREI Sahaj,Varanasi,Sonbhadra,240,223,172,5,43,103,21
Uttar Pradesh,SREI Sahaj,Varanasi,Varanasi,221,221,199,37,43,107,12
Uttar Pradesh,Vayam Tech,Bareilly,Badaun,349,175,128,14,0,0,114
Uttar Pradesh,Vayam Tech,Bareilly,Bahraich,232,25,25,4,0,0,21
Uttar Pradesh,Vayam Tech,Bareilly,Balrampur,170,10,10,2,0,0,8
Uttar Pradesh,Vayam Tech,Bareilly,Bareilly,346,121,95,10,0,0,85
Uttar Pradesh,Vayam Tech,Bareilly,Gonda,304,150,150,60,0,0,90
Uttar Pradesh,Vayam Tech,Bareilly,Pilibhit,240,85,60,12,0,0,48
Uttar Pradesh,Vayam Tech,Bareilly,Shahjahanpur,389,142,135,20,0,0,115
Uttar Pradesh,Vayam Tech,Bareilly,Shravasti,90,0,0,0,0,0,0
Uttar Pradesh,Vayam Tech,Faizabad,Ambedkar Nagar,297,110,85,10,0,0,75
Uttar Pradesh,Vayam Tech,Faizabad,Amethi (CS Nagar),134,29,29,20,0,0,9
Uttar Pradesh,Vayam Tech,Faizabad,Azamgarh,705,180,180,40,0,0,140
Uttar Pradesh,Vayam Tech,Faizabad,Balia,387,250,250,50,0,0,200
Uttar Pradesh,Vayam Tech,Faizabad,Barabanki,349,110,92,20,0,0,72
Uttar Pradesh,Vayam Tech,Faizabad,Faizabad,166,135,135,21,0,0,114
Uttar Pradesh,Vayam Tech,Faizabad,Mau ,271,190,177,35,0,0,142
Uttar Pradesh,Vayam Tech,Faizabad,Sultanpur,292,50,50,50,0,0,0
Uttar Pradesh,Vayam Tech,Agra,Agra,156,110,99,21,0,0,78
Uttar Pradesh,Vayam Tech,Agra,Aligarh,201,80,72,14,0,0,58
Uttar Pradesh,Vayam Tech,Agra,Baghpat,52,46,30,1,0,0,29
Uttar Pradesh,Vayam Tech,Agra,Bulandshahr,208,102,100,1,0,0,99
Uttar Pradesh,Vayam Tech,Agra,Etah,167,75,70,2,0,0,68
Uttar Pradesh,Vayam Tech,Agra,Firozabad,135,92,90,6,0,0,84
Uttar Pradesh,Vayam Tech,Agra,G.B. Nagar,62,38,38,10,0,0,28
Uttar Pradesh,Vayam Tech,Agra,Ghaziabad,36,33,26,11,0,0,15
Uttar Pradesh,Vayam Tech,Agra,Hapur,59,33,30,23,0,0,7
Uttar Pradesh,Vayam Tech,Agra,Hathras,113,61,60,12,0,0,48
Uttar Pradesh,Vayam Tech,Agra,Kasganj ( Kanshi Ram Nagar),100,47,45,11,0,0,34
Uttar Pradesh,Vayam Tech,Agra,Mainpuri,142,90,90,18,0,0,72
Uttar Pradesh,Vayam Tech,Agra,Mathura,146,78,75,17,0,0,58
Uttar Pradesh,Vayam Tech,Agra,Meerut,111,76,64,10,0,0,54
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Agra,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Aligarh,15,15,15,0,0,0,15
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Allahabad,14,14,14,0,0,0,14
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Ambedkarnagar,3,3,3,0,0,0,3
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Auraiya,8,8,8,0,0,0,8
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Azamgarh,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Bagpat,4,4,4,0,0,0,4
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Bahraich,0,0,0,0,0,0,0
