-----
{
 "description": "This table consists of State wise and year-wise production of crude oil during 2004-05 to 2011-12 in India.", 
 "file_name": "State-wise_Production_of_Crude_Oil_in_India_2004-12.xls", 
 "title": "State-wise Production of Crude Oil in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/State-wise_Production_of_Crude_Oil_in_India_2004-12.xls"
}
-----
"Year","T. Nadu/Andhra Pradesh","Bombay High","Total"
"2004-05",4226.0,18165.0,22391.0
"2005-06",4451.0,16309.0,20760.0
"2006-07",4669.0,17993.0,22662.0
"2007-08",4885.0,18020.0,22905.0
"2008-09",4431.0,17801.0,22232.0
"2009-10",4529.0,17340.0,21869.0
"2010-11",4281.975,16973.0,21254.975
"2011-12*",3733.16,16330.0,20063.16
