State,District,Market,Commodity,Variety,Date,MIN Price,MAX Price,MODAL Price
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,06/26/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/03/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/04/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/05/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/06/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/09/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/10/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/11/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/12/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/13/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/15/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/16/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/17/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/18/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/27/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/29/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,07/31/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,08/08/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,08/09/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,08/10/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,09/05/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,09/13/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,09/26/2002,650,750,700
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,09/27/2002,650,700,680
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,09/28/2002,650,700,675
Bihar,Darbhanga,Darbhanga,Wheat,UP 308,10/17/2002,650,700,675
Bihar,Kaithar,Katihar,Wheat,MP 308,04/04/2002,480,525,500
Bihar,Kaithar,Katihar,Wheat,MP 308,04/08/2002,875,925,900
Bihar,Kaithar,Katihar,Wheat,MP 308,04/09/2002,480,525,500
Bihar,Kaithar,Katihar,Wheat,MP 308,04/11/2002,480,525,500
Bihar,Kaithar,Katihar,Wheat,MP 308,04/12/2002,475,525,510
Bihar,Kaithar,Katihar,Wheat,MP 308,04/18/2002,510,550,535
Bihar,Kaithar,Katihar,Wheat,MP 308,04/19/2002,520,550,540
Bihar,Kaithar,Katihar,Wheat,MP 308,04/20/2002,515,550,530
Bihar,Kaithar,Katihar,Wheat,MP 308,04/24/2002,510,550,525
Bihar,Kaithar,Katihar,Wheat,MP 308,04/26/2002,510,550,530
Bihar,Kaithar,Katihar,Wheat,MP 308,05/15/2002,510,600,550
Bihar,Kaithar,Katihar,Wheat,MP 308,05/17/2002,525,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,05/18/2002,525,600,550
Bihar,Kaithar,Katihar,Wheat,MP 308,05/21/2002,530,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,05/22/2002,535,600,550
Bihar,Kaithar,Katihar,Wheat,MP 308,05/23/2002,540,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,05/29/2002,530,600,550
Bihar,Kaithar,Katihar,Wheat,MP 308,05/30/2002,525,600,550
Bihar,Kaithar,Katihar,Wheat,MP 308,06/03/2002,525,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,06/05/2002,540,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,06/06/2002,540,600,580
Bihar,Kaithar,Katihar,Wheat,MP 308,06/08/2002,540,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,06/10/2002,555,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,06/12/2002,560,600,580
Bihar,Kaithar,Katihar,Wheat,MP 308,06/13/2002,565,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,06/14/2002,560,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,06/17/2002,560,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,06/18/2002,575,625,610
Bihar,Kaithar,Katihar,Wheat,MP 308,06/19/2002,560,600,575
Bihar,Kaithar,Katihar,Wheat,MP 308,06/20/2002,565,600,585
Bihar,Kaithar,Katihar,Wheat,MP 308,06/21/2002,565,600,580
Bihar,Kaithar,Katihar,Wheat,MP 308,06/22/2002,570,600,580
Bihar,Kaithar,Katihar,Wheat,MP 308,07/04/2002,580,620,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/05/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/06/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/08/2002,580,675,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/09/2002,580,675,625
Bihar,Kaithar,Katihar,Wheat,MP 308,07/11/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/13/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/17/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/20/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/24/2002,580,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/25/2002,580,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/29/2002,580,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,07/31/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,08/02/2002,575,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,08/03/2002,575,675,600
Bihar,Kaithar,Katihar,Wheat,MP 308,08/05/2002,575,675,600
Bihar,Kaithar,Katihar,Wheat,MP 308,08/08/2002,585,625,600
Bihar,Kaithar,Katihar,Wheat,MP 308,08/17/2002,615,675,650
Bihar,Kaithar,Katihar,Wheat,MP 308,08/29/2002,625,675,650
Bihar,Kaithar,Katihar,Wheat,MP 308,08/30/2002,615,675,625
Bihar,Kaithar,Katihar,Wheat,MP 308,09/03/2002,605,675,625
Bihar,Kaithar,Katihar,Wheat,MP 308,09/05/2002,600,675,625
Bihar,Kaithar,Katihar,Wheat,MP 308,09/09/2002,610,650,630
Bihar,Kaithar,Katihar,Wheat,MP 308,09/26/2002,615,700,660
Bihar,Kaithar,Katihar,Wheat,MP 308,09/27/2002,610,700,650
Bihar,Kaithar,Katihar,Wheat,MP 308,10/03/2002,615,700,660
Bihar,Kaithar,Katihar,Wheat,MP 308,10/18/2002,625,700,675
Bihar,Kaithar,Katihar,Wheat,MP 308,10/21/2002,625,700,675
Bihar,Kaithar,Katihar,Wheat,UP 308,09/12/2002,0,0,625
Bihar,Kaithar,Katihar,Wheat,UP 308,09/14/2002,0,0,620
Bihar,Kaithar,Katihar,Wheat,UP 308,09/16/2002,0,0,625
Bihar,Kaithar,Katihar,Wheat,UP 308,09/17/2002,0,0,620
Bihar,Kaithar,Katihar,Wheat,UP 308,09/18/2002,0,0,625
Bihar,Kaithar,Katihar,Wheat,UP 308,09/19/2002,0,0,625
Bihar,Kaithar,Katihar,Wheat,UP 308,09/20/2002,0,0,625
Bihar,Kaithar,Katihar,Wheat,UP 308,09/21/2002,0,0,630
Bihar,Kaithar,Katihar,Wheat,UP 308,09/23/2002,0,0,615
Bihar,Kaithar,Katihar,Wheat,UP 308,11/13/2002,0,0,650
Bihar,Kaithar,Katihar,Wheat,UP 308,11/16/2002,0,0,675
Bihar,Kaithar,Katihar,Wheat,UP 308,11/22/2002,0,0,680
Bihar,Kaithar,Katihar,Wheat,UP 308,11/23/2002,0,0,680
Bihar,Khagaria,Khagaria,Wheat,Other,12/16/2002,600,650,635
Bihar,Khagaria,Khagaria,Wheat,Other,12/17/2002,620,650,630
Bihar,Khagaria,Khagaria,Wheat,Other,12/23/2002,600,700,635
Bihar,Khagaria,Khagaria,Wheat,Other,12/24/2002,600,700,630
Bihar,Khagaria,Khagaria,Wheat,Other,12/30/2002,600,700,630
Bihar,Khagaria,Khagaria,Wheat,Other,12/31/2002,600,700,630
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/06/2002,740,800,775
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/10/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/11/2002,680,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/12/2002,670,700,680
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/13/2002,640,700,675
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/20/2002,620,720,675
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/24/2002,615,650,625
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/26/2002,620,650,635
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/27/2002,620,650,630
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,04/29/2002,620,650,630
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/09/2002,620,650,630
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/10/2002,620,650,640
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/11/2002,575,675,650
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/13/2002,620,650,630
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/16/2002,620,650,630
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/17/2002,620,650,635
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/22/2002,620,650,640
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/23/2002,620,650,640
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,05/29/2002,620,660,640
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,06/08/2002,620,660,640
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,06/17/2002,630,650,640
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,06/18/2002,630,675,650
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,06/19/2002,640,675,650
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,06/20/2002,640,775,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,06/22/2002,640,675,650
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/01/2002,640,675,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/02/2002,640,675,650
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/03/2002,640,675,650
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/04/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/05/2002,650,680,675
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/06/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/08/2002,650,680,675
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/09/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/10/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/11/2002,650,680,675
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/12/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/16/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/17/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/18/2002,650,680,660
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,07/19/2002,650,680,675
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,08/05/2002,660,700,680
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/10/2002,680,725,715
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/11/2002,680,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/12/2002,680,725,715
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/13/2002,680,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/16/2002,680,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/17/2002,680,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/18/2002,680,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/19/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/20/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/21/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/23/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/24/2002,685,750,710
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/25/2002,685,750,740
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/26/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/27/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/28/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,09/30/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/01/2002,685,750,735
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/02/2002,685,750,720
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/03/2002,685,750,715
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/04/2002,685,750,690
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/05/2002,685,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/07/2002,690,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/08/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/09/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/10/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/11/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/12/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/16/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/17/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/18/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/19/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/21/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/23/2002,690,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/24/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/28/2002,690,725,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/29/2002,690,750,690
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/30/2002,690,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,10/31/2002,690,750,700
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/01/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/02/2002,700,725,710
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/05/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/06/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/07/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/08/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/09/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/12/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/13/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/14/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/15/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/16/2002,700,750,740
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/18/2002,700,750,720
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/19/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/20/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/21/2002,700,750,730
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/22/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/23/2002,700,750,730
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/25/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/26/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/27/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/28/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/29/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,11/30/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/02/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/03/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/04/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/05/2002,700,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/07/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/09/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/10/2002,710,775,750
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/11/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/12/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/13/2002,710,775,735
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/14/2002,710,775,745
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/16/2002,710,775,760
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/17/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/18/2002,710,775,755
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/19/2002,710,775,760
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/20/2002,710,775,750
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/21/2002,710,750,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/23/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/24/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/26/2002,710,775,760
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/27/2002,710,775,725
Bihar,Muzaffarpur,Muzaffarpur,Wheat,UP 308,12/28/2002,710,775,725
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/02/2002,690,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/04/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/05/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/06/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/07/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/08/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/09/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/12/2002,690,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/13/2002,690,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,02/28/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/04/2002,700,800,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/05/2002,720,800,775
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/06/2002,320,450,400
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/07/2002,700,800,790
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/08/2002,700,800,775
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/09/2002,690,800,775
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/11/2002,685,775,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/13/2002,680,775,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/14/2002,680,775,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/15/2002,675,775,750
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/16/2002,750,850,825
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/18/2002,670,775,755
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/19/2002,670,775,760
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/20/2002,670,775,760
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/21/2002,670,775,765
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,03/30/2002,325,725,715
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/01/2002,625,725,710
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/02/2002,620,725,710
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/03/2002,610,725,700
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/04/2002,680,750,725
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/08/2002,600,700,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/09/2002,590,700,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/10/2002,590,700,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/11/2002,585,700,675
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/12/2002,585,675,625
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/13/2002,650,700,680
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/17/2002,580,675,620
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/18/2002,580,675,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/19/2002,580,675,625
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/20/2002,580,675,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/22/2002,580,675,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/24/2002,575,675,625
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/26/2002,575,675,650
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,04/27/2002,575,675,625
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,05/03/2002,560,650,610
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,05/08/2002,565,650,600
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,05/09/2002,570,700,680
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,05/10/2002,570,675,625
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,05/11/2002,620,650,640
Bihar,Patna,Patna (Musallahpur),Wheat,UP 308,05/13/2002,575,675,600
