-----
{
 "description": "This table consists of company-wise and year-wise production of crude oil during 2004-05 to 2011-12 in India.", 
 "file_name": "Company-wise_Production_of_Crude_Oil_in_India-2004-12.xls", 
 "title": "Company-wise Production of Crude Oil in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/Company-wise_Production_of_Crude_Oil_in_India-2004-12.xls"
}
-----
"Year","OIL","JVC","ONGC","Total"
2004.0,3144.0,74.0,8326.0,11544.0
2005.0,3280.0,90.0,8100.0,11470.0
2006.0,3123.0,151.0,8135.0,11409.0
2007.0,3028.0,185.0,7929.0,11142.0
2008.0,3450.0,224.0,7745.0,11419.0
2009.0,3524.912,508.049,7441.781,11474.742
2010.0,3538.064,4150.596,7431.0,15119.66
"2011*",3824.83,6523.04,7476.0,17823.87
