-----
{
 "description": "Approved Outlay, Revised Outlay & Expenditure State-wise and Sector-wise for major Heads of Development for the Annual Plan 2007-08 (all figures are in Rs. Lakh)", 
 "file_name": "spoutlay_0708_ds.xls", 
 "title": "State wise/Sector wise Approved Outlay, Revised Outlay and Expenditure for Annual Plan 2007-08 ", 
 "url": "http://data.gov.in/sites/default/files/spoutlay_0708_ds.xls"
}
-----
"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"V","2007-08","ENERGY","ENERGY",25994.97,11964.97,4649.83,8789.32,24457.43,11883.52,39825.0,39825.0,35455.0,83393.38,83393.38,27043.83,11132.83,11132.83,17987.61,12550.0,12550.0,13033.16,61328.0,61328.0,60772.32,84578.0,87252.0,85714.51,15880.0,15880.0,11005.24,101927.59,101927.59,66837.91,90253.0,90253.0,47685.0,210593.0,210593.0,205071.72,99793.0,99793.0,54795.56,155356.75,155356.75,118594.36,193155.32,193155.32,139820.0,9068.0,10468.0,14244.08,33324.0,25135.0,23418.31,8014.0,7843.0,6756.11,7952.0,8099.44,4277.21,60009.3,33668.17,32989.63,106202.0,106202.0,153558.98,510980.04,524375.02,569237.98,5600.0,5665.57,3866.07,101172.48,205182.48,229183.76,10438.19,6548.67,6765.97,318485.0,396179.0,455280.91,39043.67,29445.67,39427.77,163800.0,180779.0,173407.0,2568638.84,2738453.29,2612763.35,3010.0,3010.0,2853.38,2557.0,2557.0,2553.94,1539.0,1539.0,2262.45,1039.0,1039.0,1153.86,125130.0,125130.0,125795.0,2346.0,2346.0,2346.51,4505.0,4481.12,4480.66,140126.0,140102.12,141445.8,2708764.84,2878555.41,2754209.15
"VI","2007-08","INDUSTRY & MINERALS","1. Village & Small Enterprises    ",19745.27,19745.27,11296.63,683.0,817.1,784.86,2123.0,2123.0,3112.69,3191.0,3191.0,5149.84,2074.34,2074.34,1786.36,2105.5,2105.5,594.82,8500.0,8500.0,8452.47,3965.0,3500.0,3607.0,547.0,547.0,2565.33,3403.0,3403.0,3427.98,6492.0,6492.0,3433.0,28188.0,28188.0,19505.03,0.0,0.0,7136.65,3609.88,3609.88,8772.38,7386.74,7386.74,12318.0,1700.0,1700.0,6171.47,340.0,415.0,855.11,1912.0,2003.0,2011.09,1259.33,1854.0,977.25,2662.0,5272.25,6565.08,2830.0,2830.0,20.0,2625.0,2784.72,2476.28,800.0,800.0,800.0,378.16,37771.27,38734.49,1318.09,1289.56,1893.74,8026.0,7354.0,10633.96,2292.03,2292.03,1666.33,9477.0,7949.0,6559.21,127633.34,165997.66,171307.05,0.0,0.0,403.79,0.0,0.0,"",41.0,41.0,24.34,31.0,31.0,42.35,4350.0,4350.0,1382.57,111.0,111.0,91.64,1990.0,1937.4,1928.21,6523.0,6470.4,3872.9,134156.34,172468.06,175179.95
"VI","2007-08","INDUSTRY & MINERALS","2. Other Industries (Other than VSE)",27175.0,27175.0,31885.42,12.0,116.0,40.52,2130.0,4190.0,2680.13,30809.0,30809.0,23757.67,13634.0,13634.0,12443.16,1965.0,1965.0,1725.0,42515.0,42515.0,33296.67,1950.0,8450.0,7266.97,2204.0,2204.0,76.51,4134.0,4134.0,5176.53,7554.0,7554.0,5454.0,15372.0,15372.0,30801.67,10690.0,10690.0,2534.26,5722.54,5722.54,12621.05,3692.0,3692.0,0.0,90.0,7027.0,60.0,1400.0,2300.0,1754.22,120.0,114.0,3.89,1273.67,946.53,2864.2,55.02,1130.05,9541.26,0.0,0.0,0.0,1698.02,1669.0,1850.95,1300.0,1300.0,1300.0,50744.9,13351.79,29374.93,2487.5,1802.7,1955.12,14350.0,15705.0,0.0,88.0,88.0,52.33,21095.73,47884.54,46560.07,264261.38,271541.15,265076.53,600.0,600.0,0.0,80.0,80.0,"",0.0,0.0,0.0,11.0,11.0,11.0,22000.0,22000.0,21.23,0.0,0.0,0.0,6860.0,4289.92,4279.36,29551.0,26980.92,4311.59,293812.38,298522.07,269388.12
"VI","2007-08","INDUSTRY & MINERALS","3. Minerals",381.0,381.0,510.64,105.0,206.8,166.07,42.0,42.0,41.4,0.0,0.0,0.0,2610.0,2610.0,4265.5,100.0,100.0,70.17,1100.0,1100.0,1076.09,2.0,2.0,0.0,4.0,4.0,6.4,337.0,337.0,208.29,885.0,885.0,610.0,0.0,0.0,521.45,40.0,40.0,36.81,530.0,530.0,402.08,0.0,0.0,8615.0,6957.0,20.0,16.25,700.0,200.0,231.9,120.0,114.0,108.62,1015.0,1155.0,802.74,842.0,492.0,388.09,0.0,0.0,0.0,12070.23,12078.39,12690.15,150.0,150.0,149.98,106.39,106.39,14.91,0.0,0.0,0.0,0.0,0.0,0.0,275.0,275.0,25.27,465.47,206.42,192.21,28837.09,21035.0,31150.02,0.0,0.0,0.0,0.0,0.0,87.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.73,28837.09,21035.0,31245.75
"VI","2007-08","INDUSTRY & MINERALS","TOTAL - (VI) ",47301.27,47301.27,43692.69,800.0,1139.9,991.45,4295.0,6355.0,5834.22,34000.0,34000.0,28907.51,18318.34,18318.34,18495.02,4170.5,4170.5,2389.99,52115.0,52115.0,42825.23,5917.0,11952.0,10873.97,2755.0,2755.0,2648.24,7874.0,7874.0,8812.8,14931.0,14931.0,9497.0,43560.0,43560.0,50828.15,10730.0,10730.0,9707.72,9862.42,9862.42,21795.51,11078.74,11078.74,20933.0,8747.0,8747.0,6247.72,2440.0,2915.0,2841.23,2152.0,2231.0,2123.6,3548.0,3955.53,4644.19,3559.02,6894.3,16494.43,2830.0,2830.0,20.0,16393.25,16532.11,17017.38,2250.0,2250.0,2249.98,51229.45,51229.45,68124.33,3805.59,3092.26,3848.86,22376.0,23059.0,10633.96,2655.03,2655.03,1743.93,31038.2,56039.96,53311.49,420731.81,458573.81,467533.6,600.0,600.0,403.79,80.0,80.0,87.94,41.0,41.0,24.34,42.0,42.0,53.35,26350.0,26350.0,1411.59,111.0,111.0,91.64,8850.0,6227.32,6207.57,36074.0,33451.32,8280.22,456805.81,492025.13,475813.82
"VII","2007-08","TRANSPORT","1. Minor Ports",7150.0,7150.0,5812.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,258.0,18.09,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,3046.7,0.0,0.0,0.0,650.0,650.0,648.5,2700.0,2700.0,1508.03,0.0,0.0,"",2375.69,2375.69,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.62,200.0,235.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.11,3793.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.42,17126.8,12135.38,1564.0,1564.0,821.01,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,66.84,0.0,0.0,0.0,11270.0,11270.0,0.0,364.0,364.0,364.0,13237.0,13237.0,1251.85,30237.42,30363.8,13387.23
"VII","2007-08","TRANSPORT","2. Civil Aviation",0.0,0.0,0.0,141.0,648.0,611.86,0.0,0.0,0.0,1100.0,1100.0,723.08,91.91,91.91,3.85,70.0,70.0,5.84,1925.0,1925.0,936.57,22.0,22.0,309.05,160.0,160.0,118.5,3050.61,3050.61,84503.18,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,4080.0,394.62,4400.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,84.0,8.37,0.0,0.0,0.0,2770.0,0.0,70.0,3377.74,3377.74,30377.74,0.0,0.0,0.0,2500.0,2500.0,259.92,0.0,0.0,0.0,0.0,0.0,0.0,4087.0,4087.0,4092.08,2262.0,2262.0,691.85,530.0,530.0,515.49,36640.26,34388.26,123622.0,4090.0,4090.0,423.33,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4340.0,4340.0,665.33,40980.26,38728.26,124287.33
"VII","2007-08","TRANSPORT","3. Roads and Bridges  ",136038.97,126038.97,163092.36,10367.0,0.0,22096.94,43454.0,44835.0,28610.91,248604.5,248604.5,333762.4,134275.05,134275.05,102991.29,10916.0,10916.0,12776.21,129202.0,129202.0,92367.57,40876.0,31273.0,39609.1,24380.0,24380.0,31852.25,46125.0,46125.0,500.0,54696.0,54696.0,30051.0,159518.0,159518.0,195289.85,77277.0,77277.0,64006.88,159965.39,159965.39,201629.24,143096.54,143096.54,147315.0,2212.0,0.0,2500.0,13000.0,13853.0,13853.0,14159.0,14119.0,12823.02,4433.0,5624.85,5574.85,41953.0,35399.0,39873.99,60510.3,60510.3,63063.0,63222.06,61875.68,67500.33,4700.0,4800.0,3746.02,262212.31,194711.42,219952.65,11626.56,14036.95,17342.9,392944.0,439044.0,439535.0,75892.02,91592.02,80265.7,46134.7,43851.29,43008.48,2411790.4,2369619.96,2474989.94,7477.2,7477.2,8561.17,125.0,125.0,304.54,1500.0,1500.0,1909.99,2406.0,2406.0,3183.72,115400.0,115400.0,80280.45,339.0,339.0,694.01,7278.64,6628.57,6524.85,134525.84,133875.77,101458.73,2546316.24,2503495.73,2576448.67
"VII","2007-08","TRANSPORT","4. Road Transport",0.0,0.0,0.0,560.0,37311.76,632.55,500.0,758.0,843.36,120.0,120.0,114.81,0.0,0.0,0.0,1120.0,1120.0,991.4,21500.0,21500.0,25000.0,9580.0,9580.0,13440.96,3251.0,3251.0,3569.94,700.0,700.0,0.0,17000.0,17000.0,16491.0,60159.0,60159.0,71478.25,420.0,420.0,454.56,10000.0,10000.0,"",866.0,866.0,1067.0,0.0,0.0,0.0,300.0,300.0,300.0,500.0,482.0,420.76,573.0,741.0,691.0,210.0,244.5,249.54,760.0,760.0,0.06,7555.0,7833.52,259.56,600.0,600.0,601.0,15419.71,15419.71,0.0,400.0,177.3,200.0,23724.0,27120.0,10510.15,0.0,0.0,0.0,11550.29,11750.29,11428.7,187368.0,228214.08,158744.6,660.0,660.0,1446.35,933.0,933.0,1090.2,0.0,0.0,0.0,2.0,2.0,7.0,62064.0,62064.0,56342.17,0.0,0.0,0.0,300.0,200.0,199.77,63959.0,63859.0,59085.49,251327.0,292073.08,217830.09
"VII","2007-08","TRANSPORT","5. Inland Water Transport",0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,170.05,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,238.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.0,7067.0,2476.96,0.0,0.0,"",546.67,546.67,205.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.83,0.0,73.0,0.0,62.37,3.0,3.0,0.0,0.0,34053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15327.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.71,719.71,700.0,8963.75,8977.38,53178.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.75,8977.38,53178.59
"VII","2007-08","TRANSPORT","6. Other Transport Services",0.0,0.0,0.0,54.0,66.2,66.2,14.0,14.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,43.44,265.0,265.0,505.35,0.0,0.0,0.0,77.0,77.0,61.38,100.0,100.0,955.64,0.0,0.0,"",48120.0,48120.0,26672.0,0.0,18762.0,12.0,50.0,2088.0,2084.36,120.0,115.0,114.96,773.0,700.0,1134.0,483.0,483.0,382.0,22000.0,22000.0,"",11000.0,11000.0,61.74,0.0,0.0,0.0,0.0,0.0,3469.2,323.0,588.23,371.91,0.0,0.0,0.0,1775.0,1775.0,2468.5,3.0,31.68,0.0,85167.0,106195.11,38413.1,11550.0,11550.0,12803.0,162.0,162.0,570.84,6.0,6.0,5.2,0.0,0.0,0.0,49514.0,49514.0,68373.48,0.0,0.0,11465.57,0.0,0.0,0.0,61232.0,61232.0,93218.09,146399.0,167427.11,131631.19
"VII","2007-08","TRANSPORT","TOTAL - (VII)",143188.97,133188.97,168905.12,11122.0,38025.96,23407.55,44188.0,45827.0,29634.74,249824.5,249824.5,334600.29,134366.96,134366.96,102995.14,12714.0,12714.0,14030.24,152627.0,152627.0,118304.14,50478.0,40875.0,53359.11,27794.0,27794.0,35584.13,50140.61,50140.61,88555.23,77696.0,77696.0,46542.0,220404.0,220404.0,267477.98,87564.0,87564.0,69402.07,174045.39,174045.39,202023.86,199404.9,199404.9,176125.0,2212.0,18762.0,2512.0,13350.0,16241.0,16237.36,14857.0,14805.0,13371.94,5779.0,7138.85,7399.85,45551.99,36329.5,40813.83,86648.04,86648.04,127493.8,81777.06,80709.2,67821.63,7800.0,7900.0,4606.94,281425.13,213924.24,238748.9,12349.56,14802.48,17914.81,420755.0,470251.0,454137.23,79929.02,95629.02,83426.05,58937.7,56882.97,55652.67,2746929.83,2764521.59,2861083.61,25341.2,25341.2,24054.86,1220.0,1220.0,1965.58,1506.0,1506.0,1915.19,2697.0,2697.0,3499.56,226978.0,226978.0,204996.1,11609.0,11609.0,12159.58,7942.64,7192.57,7088.62,277293.84,276543.77,255679.49,3024223.67,3041065.36,3116763.1
"VIII","2007-08","SCIENCE,TECHNOLOGY & ENVIRONMENT","1. Scientific Research ",271.64,313.64,362.67,1012.0,1025.0,976.7,416.0,416.0,512.0,0.0,0.0,0.0,695.0,695.0,649.81,136.0,136.0,120.75,3689.0,3689.0,4762.91,225.5,225.5,225.5,37.0,37.0,49.29,536.0,536.0,468.16,145.0,145.0,145.0,1849.0,1849.0,1935.23,5373.0,5373.0,2399.33,1888.0,1888.0,4155.69,1350.0,1350.0,550.0,100.0,1725.0,87.24,125.0,125.0,122.36,220.0,876.0,209.5,136.0,306.0,299.0,400.0,553.62,553.69,565.0,565.0,81.83,178.77,267.76,0.0,350.0,1600.0,400.0,312.38,312.38,283.48,558.81,360.39,403.42,2885.0,2885.0,2885.0,3336.01,375.01,101.74,483.0,1083.0,1072.44,27273.11,28712.3,23812.74,40.0,40.0,36.14,27.0,27.0,31.0,7.0,7.0,12.41,25.0,25.0,23.37,20.0,20.0,10.0,353.0,353.0,358.31,45.0,15.0,15.0,517.0,487.0,486.23,27790.11,29199.3,24298.97
"VIII","2007-08","SCIENCE,TECHNOLOGY & ENVIRONMENT","2. Information Technology & E-Governance",0.0,0.0,0.0,0.0,0.0,0.0,2725.0,1425.0,1420.41,3995.0,3995.0,3044.22,1786.0,1786.0,132.0,3559.0,3559.0,4554.1,7512.0,7512.0,3400.5,0.0,168.9,0.0,0.0,0.0,1993.45,1650.0,1650.0,77.02,3480.0,3480.0,5074.0,1975.0,1975.0,2023.58,4374.0,4374.0,13901.88,2290.0,2290.0,"",0.0,0.0,250.0,625.0,0.0,71.2,625.0,0.0,690.5,670.0,0.0,747.76,650.0,650.0,172.49,2522.0,2589.0,2778.0,2262.5,2262.5,98.56,5360.01,0.0,234.36,1200.0,0.0,386.4,1395.0,1395.0,0.0,688.0,0.0,493.65,0.0,0.0,0.0,6426.01,7017.51,1509.32,5450.0,5327.8,3612.78,61219.52,51456.71,46666.18,110.0,110.0,54.87,452.0,452.0,551.12,0.0,0.0,0.0,47.0,47.0,16.46,0.0,0.0,0.0,128.0,128.0,74.4,700.0,80.0,79.72,1437.0,817.0,776.57,62656.52,52273.71,47442.75
"VIII","2007-08","SCIENCE,TECHNOLOGY & ENVIRONMENT","3. Ecology & Environment",42.0,0.0,0.0,10.0,12.5,12.34,19.0,19.0,8.0,0.0,0.0,0.0,100.0,100.0,72.71,244.0,244.0,226.8,350.0,350.0,308.95,99.0,"",166.06,7.0,7.0,32.51,88.0,88.0,84.48,0.0,0.0,0.0,1060.0,1060.0,650.18,750.0,750.0,31.78,777.0,777.0,"",300.0,300.0,254.0,350.0,355.62,355.62,75.0,75.0,71.72,4.0,4.0,3.5,0.0,0.0,7.0,2535.01,800.0,650.01,1204.0,1204.0,480.9,20.0,52.24,46.85,50.0,50.0,55.6,1638.49,1638.49,294.57,10.0,112.05,126.4,4772.0,772.0,190.96,0.0,0.0,490.62,1000.0,1050.0,859.98,15504.5,9820.9,5481.54,0.0,0.0,0.0,338.0,338.0,302.17,0.0,0.0,0.0,5.0,5.0,2.4,1705.0,1705.0,1656.69,45.0,45.0,36.38,55.0,55.0,54.96,2148.0,2148.0,2052.6,17652.5,11968.9,7534.14
"VIII","2007-08","SCIENCE,TECHNOLOGY & ENVIRONMENT","4. Forestry & Wildlife",18555.62,18555.62,13686.46,3092.5,3397.5,0.0,1003.0,1003.0,1102.91,3014.0,3014.0,3354.56,6739.83,6739.83,18564.54,677.0,677.0,1049.48,1650.0,1650.0,0.0,10058.5,10058.5,9827.78,10353.0,10353.0,10301.77,1775.0,1775.0,1522.52,10500.0,10500.0,9444.0,16176.0,16176.0,13660.0,4528.0,4528.0,3619.58,0.0,0.0,1469.61,5597.66,5597.66,6761.0,1200.0,1200.0,1218.16,2475.0,2375.0,2377.99,1335.0,1315.0,1296.71,1230.0,1580.0,1780.0,11095.0,6590.0,8670.51,3702.5,3702.5,2960.01,6865.52,5563.0,5412.08,1300.0,1410.0,1470.3,17326.16,17326.16,15363.04,5442.05,1820.6,2097.36,22848.0,22848.0,22760.73,13865.17,13865.17,13009.42,3700.0,2750.0,2888.05,186104.51,176370.54,175668.57,1540.0,1540.0,1651.55,731.0,731.0,729.99,414.0,414.0,452.5,51.0,51.0,59.43,350.0,350.0,597.39,16.0,16.0,19.0,242.0,242.0,241.72,3344.0,3344.0,3751.58,189448.51,179714.54,179420.15
"VIII","2007-08","SCIENCE,TECHNOLOGY & ENVIRONMENT","TOTAL - (VIII) ",18869.26,18869.26,14049.13,4114.5,4435.0,989.04,4163.0,2863.0,3043.32,7009.0,7009.0,6398.78,9320.83,9320.83,19419.06,4616.0,4616.0,5951.13,13201.0,13201.0,8472.36,10383.0,10452.9,10219.34,10397.0,10397.0,12377.02,4049.0,4049.0,2152.18,14125.0,14125.0,14663.0,21060.0,21060.0,18268.99,15025.0,15025.0,19952.57,4955.0,4955.0,5625.3,7247.66,7247.66,7815.0,2275.0,3280.62,1732.22,3300.0,2575.0,3262.57,2229.0,2195.0,2257.47,2016.0,2536.0,2258.49,16552.01,10532.62,12652.21,7734.0,7734.0,3621.3,12424.3,5883.0,5693.29,2900.0,3060.0,2312.3,20672.03,20672.03,15941.09,6698.86,2293.04,3120.83,30505.0,26505.0,25836.69,23627.19,21257.69,15111.1,10633.0,10210.8,8433.25,290101.64,266360.45,251629.03,1690.0,1690.0,1742.56,1548.0,1548.0,1614.28,421.0,421.0,464.91,128.0,128.0,101.66,2075.0,2075.0,2264.08,542.0,542.0,488.09,1042.0,392.0,391.4,7446.0,6796.0,7066.98,297547.64,273156.45,258696.01
"IX","2007-08","GENERAL ECONOMIC SERVICES","1. Secretariat Economic Services",123293.14,123293.14,115160.08,290.0,504.73,332.21,24500.0,24500.0,20350.41,1050.0,1050.0,18.38,4550.0,4550.0,4512.99,166.0,166.0,166.33,217.39,217.39,44.62,340.5,280.0,148.68,350.0,350.0,269.99,33599.04,33599.04,1255.23,675.5,675.5,130.0,206.0,206.0,11.8,8773.0,8773.0,8543.22,26989.25,26989.25,24836.0,0.0,0.0,0.0,53016.5,463.68,50463.61,325.0,267.0,214.4,2367.0,218.0,218.0,16727.5,3789.84,3526.15,440.0,401.0,285.59,15449.0,15449.0,15658.7,267.66,498.71,53912.01,2482.0,577.0,310.18,1629.66,1629.66,1749.78,8582.45,675.91,749.09,3276.0,3276.0,6725.61,4000.0,857.0,224.0,793.0,230.07,224.88,334355.59,253486.92,310041.94,203.19,203.19,299.02,1.0,1.0,0.0,1.0,1.0,0.98,1.0,1.0,1.0,217.0,217.0,188.6,4.0,4.0,3.81,35.0,50.0,49.97,462.19,477.19,543.38,334817.78,253964.11,310585.32
"IX","2007-08","GENERAL ECONOMIC SERVICES","2. Tourism",6251.2,6251.2,3430.36,466.0,659.4,583.72,1223.0,1223.0,1186.41,2513.05,2513.05,2673.53,3000.0,3000.0,4430.0,3500.0,3500.0,2865.99,10448.0,10448.0,10448.0,880.0,880.0,1500.0,650.0,650.0,671.02,8941.4,8941.4,9844.66,2600.0,2600.0,2557.3,15233.0,15233.0,9081.96,8318.0,8318.0,8641.65,3220.0,3220.0,5729.27,17951.45,17951.45,20446.0,138.0,438.0,138.0,300.0,275.0,274.28,330.0,335.0,331.78,777.0,799.18,799.18,1340.0,1180.0,1438.8,1825.0,1825.0,368.7,3710.5,3946.44,3952.04,1450.0,1450.0,1450.0,2863.37,2863.37,2389.91,217.62,245.29,318.12,4063.0,4065.0,2833.33,9640.01,6360.01,7211.17,1470.0,970.0,1034.97,113319.6,110140.79,106630.15,968.0,968.0,1098.14,180.0,180.0,349.97,213.0,213.0,253.05,145.0,145.0,191.87,1600.0,1600.0,676.64,202.0,202.0,39.55,2673.0,2527.25,2525.92,5981.0,5835.25,5135.14,119300.6,115976.04,111765.29
"IX","2007-08","GENERAL ECONOMIC SERVICES","3. Census, Surveys & Statistics",787.85,787.85,563.7,139.0,137.0,137.0,250.0,250.0,143.64,474.0,474.0,244.04,19.2,19.2,34.7,54.0,54.0,53.02,367.61,367.61,154.1,16.5,16.5,4.34,3.0,3.0,3.0,280.82,280.82,262.85,0.0,0.0,0.0,20.0,20.0,14.46,500.0,500.0,618.84,68.0,68.0,44.73,300.0,300.0,411.0,62.0,62.0,62.0,175.0,175.0,146.47,160.0,156.0,137.06,135.0,185.19,185.19,18.0,8.0,17.51,1.0,1.0,0.0,71.71,79.78,78.39,200.0,200.0,200.0,99.36,99.36,88.15,29.5,26.15,13.26,2930.0,930.0,627.57,99.03,99.03,41.97,20.0,22.0,21.19,7280.58,5321.49,4308.18,51.1,51.1,47.14,1.0,1.0,0.0,2.0,2.0,2.01,15.0,15.0,5.68,825.0,825.0,760.24,3.0,3.0,1.65,19.0,19.0,18.86,916.1,916.1,835.58,8196.68,6237.59,5143.76
"IX","2007-08","GENERAL ECONOMIC SERVICES","4. Civil Supplies",4045.83,11.93,3703.75,169.0,254.0,205.0,198.0,198.0,188.3,0.0,0.0,0.0,17694.02,17694.02,39519.51,3.0,3.0,9.66,1110.0,1110.0,947.39,0.0,0.0,0.0,10.0,10.0,48.02,0.0,0.0,0.0,4778.0,4778.0,4404.0,0.0,0.0,0.0,395.0,395.0,445.76,0.0,0.0,"",0.0,0.0,0.0,5.0,405.0,5.0,100.0,106.0,103.78,331.0,321.0,312.21,116.0,116.0,125.0,20.0,40.0,1389.6,111.0,111.0,30.73,750.0,742.01,626.27,300.0,300.0,281.32,2343.05,7643.04,17643.0,26.51,23.53,21.8,0.0,0.0,0.0,1100.0,1100.0,812.4,707.0,697.58,428.36,34312.41,36059.11,71250.86,330.0,330.0,299.33,59.0,59.0,72.25,2.0,2.0,2.0,6.0,6.0,4.0,250.0,250.0,427.13,0.0,0.0,0.0,870.0,770.0,765.75,1517.0,1417.0,1570.46,35829.41,37476.11,72821.32
"IX","2007-08","GENERAL ECONOMIC SERVICES","5. Other General Economic Services :",11.93,4045.83,0.0,57761.68,8865.38,8830.84,9978.0,9978.0,7545.96,56634.87,56634.87,14270.0,0.0,0.0,0.0,455.0,455.0,41.06,21326.0,21326.0,23719.58,10000.0,3500.0,3500.0,5893.0,5893.0,6730.48,14269.48,14269.48,19579.01,0.0,0.0,0.0,3195.0,3195.0,38309.01,65.0,65.0,79.07,37.5,37.5,537.49,37330.94,37330.94,28186.0,802.0,802.0,802.0,3600.0,2239.0,1710.17,2426.0,2452.0,2451.89,340.0,440.0,340.0,27319.89,24165.15,22882.28,8820.32,8820.32,6613.42,10068.01,12576.97,10817.88,30.0,30.0,18.23,0.0,0.0,0.0,19.9,180.5,14.26,30622.0,3500.0,0.0,0.0,0.0,0.0,3030.0,1530.0,1448.09,304036.52,222331.94,198426.72,0.0,0.0,0.0,41.0,41.0,0.0,3.0,3.0,0.0,4.0,4.0,2.7,710.0,710.0,153.83,5.0,5.0,2.79,5.0,1.5,1.5,768.0,764.5,160.82,304804.52,223096.44,198587.54
