-----
{
 "description": "Forest Cover is defined as \u201cAll lands more than one hectare in area, with a tree canopy density of more than 10 % irrespective of ownership and legal status. Such lands may not necessarily be a recorded forest area. It also includes orchards bamboo and palm.\u201d The table shows Total Forest Cover w.r....", 
 "file_name": "Table_1_0.xls", 
 "title": "Total Forest Cover in India  ", 
 "url": "http://data.gov.in/sites/default/files/Table_1_0.xls"
}
-----
"Year ","Geographical Area in Sq. Km.","Very Dense Forest Area in Sq. Km.","Moderately Dense Forest Area in Sq. Km.","Open Dense Forest Area in Sq. Km.","Total Forest Cover Area in Sq. Km.","Total Forest Cover as % of GA"
2011.0,3287263.0,83471.0,320736.0,287820.0,692027.0,21.051768599
2009.0,3287263.0,83510.0,319012.0,288377.0,690899.0,21.0174543382
2005.0,3287263.0,54569.0,332647.0,289872.0,677088.0,20.5973175861
2003.0,3287263.0,51285.0,339279.0,287769.0,678333.0,20.6351910389
2001.0,3287263.0,416809.0,"",258729.0,675538.0,20.5501658979
