" Maritime/State",2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0
"Kolkata (1)",14594.0,13748.0,12621.0,11836.0,11099.0,10494.0,9931.0,9619.0,9489.0,9173.0,8678.0
"Paradip",4116.0,3618.0,3513.0,3407.0,3306.0,3158.0,3013.0,2910.0,2851.0,2761.0,2634.0
"Visakhapatnam",6009.0,6345.0,6227.0,5889.0,5550.0,5216.0,5208.0,5069.0,5052.0,4877.0,4584.0
"Chennai",12251.0,10886.0,11172.0,10329.0,8842.0,8582.0,9755.0,9065.0,8117.0,8020.0,7774.0
" Tuticorin (b)",3744.0,3087.0,2963.0,2788.0,2589.0,2574.0,2407.0,2259.0,2224.0,2191.0,2079.0
"Cochin (a)",5349.0,4449.0,4414.0,4353.0,3959.0,3849.0,4822.0,4306.0,4103.0,3948.0,3749.0
"New Mangalore (c) ",2421.0,2274.0,2220.0,2124.0,1985.0,1908.0,1862.0,1770.0,1819.0,1719.0,1636.0
"Mormugao (a)",4465.0,3749.0,3556.0,3385.0,3243.0,3135.0,3082.0,3018.0,2967.0,2891.0,2817.0
"J.L Nehru",1833.0,1836.0,1820.0,1810.0,1791.0,1779.0,1766.0,1763.0,1746.0,1739.0,1730.0
"Mumbai (a)",23790.0,22699.0,22217.0,21480.0,19388.0,19682.0,14935.0,14481.0,14296.0,14059.0,13391.0
"Kandla",4304.0,4172.0,3929.0,3788.0,3574.0,3506.0,3414.0,4237.0,4149.0,4008.0,3774.0
"Ennore","NA",16.0,17.0,17.0,21.0,20.0,45.0,59.0,65.0,86.0,88.0
"Total ",83771.0,91514.0,89397.0,84920.0,65347.0,63903.0,60211.0,58556.0,56878.0,55472.0,52934.0
