-----
{
 "description": "This table consists of State wise and year-wise production of crude oil during 2004-05 to 2011-12 in India.", 
 "file_name": "State-wise_Production_of_Crude_Oil_in_India_2004-12.xls", 
 "title": "State-wise Production of Crude Oil in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/State-wise_Production_of_Crude_Oil_in_India_2004-12.xls"
}
-----
"Year","T. Nadu/Andhra Pradesh","Bombay High","Total"
2004.0,4271.0,18267.0,22538.0
2005.0,4336.0,16652.0,20988.0
2006.0,4680.0,17553.0,22233.0
2007.0,4812.0,18117.0,22929.0
2008.0,4522.0,18040.0,22562.0
2009.0,4528.0,17225.0,21753.0
2010.0,4370.682,17195.0,21565.682
"2011*",3943.25,16473.0,20416.25
