-----
{
 "description": "In this table, State-wise (2007-08) and All India (2002-01 onwards) data on forest products such as timber, fuel wood, bamboo, resins, gums, canes etc has been presented.", 
 "file_name": "STATEWISE_PRODUCTION_OF_FOREST_PRODUCE.xls", 
 "title": "State-Wise Production Of Forest Produce ", 
 "url": "http://data.gov.in/sites/default/files/STATEWISE_PRODUCTION_OF_FOREST_PRODUCE.xls"
}
-----
"Year","Round wood C (Cu.metre)","Round wood NC (Cu.metre)","Fuel Wood (Cu.metre) *","Saw logs &  Veneer logs C (Cu.metre)","Saw logs &  Veneer logs NC (Cu.metre)","Pulp wood C (Cu.metre)","Pulp wood NC (Cu.metre) @","Other Industrial round wood (Poles & Posts) C (Cu.metre)","Other Industrial round wood (Poles & Posts) NC (Cu.metre) #","Sawn  wood C (Cu.metre)","Sawn  wood NC (Cu.metre) ##","Chips & Particles","Wood residues","Wood  Charcoal","Sal Seeds &  Tendu/Kendu/ Bidi Leaves","Tendu/Kendu/ Bidi Leaves *","Gums","Resins","Canes/ Rattans #","Bamboo @"
"2002-03",180169.4,1224032.42,901803.0,11491.0,51106.0,98557.5,655190.0,376.4,11691.0,75307.7,7806.0,0.0,0.0,20988.7,23812.94,592853.0,9363.41,35150.4,146.0,5114650.0
"2003-04",151616.0,1245340.7,826003.0,17587.8,1370086.7,87442.5,643511.0,765.8,16610.8,82824.9,19601.2,0.0,0.0,17534.2,29000.63,710109.0,9032.5,111657.0,4396.0,1419233.0
"2004-05",134582.5,950561.68,858900.0,13533.85,4482.59,3888.5,236069.0,340845.7,22433.96,156887.51,86.9,140.03,0.0,11540.81,16338.04,312660.27,10478.45,34761.0,1140.0,"411069$"
"2005-06",234069.89,1088578.7,717363.31,13423.06,126705.07,6430.5,242050.0,11789.03,12632.84,138671.91,678.55,170.02,0.0,8532.9,105942.47,268464.16,8233.79,175135.0,"NA",723409.0
"2006-07","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",131.29,994421.08,21911.95,679085.94,4505677.96,27805354.0
"2007-08","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1410.52,1790735.02,12214.58,207662.63,405590.66,661492.745
"2008-09","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL"
"2009-10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NULL","NULL","NULL","NULL","NULL","NULL"
