-----
{
 "description": "This data provides year-wise district level achievements as on 18th April 2013 under Nirmal Bharat Abhiyan (NBA) Programme of Ministry of Drinking Water and Sanitation.", 
 "file_name": "NBA-YearwiseCountryLevelAcheivement_1.xls", 
 "title": "Nirmal Bharat Abhiyan - Year-wise District Level Achievements As On 18th April 2013 ", 
 "url": "http://data.gov.in/sites/default/files/NBA-YearwiseCountryLevelAcheivement_1.xls"
}
-----
"State Name","District Name","Financial Year","IHHL_BPL","IHHL_APL","Total IHHL(APL+BPL)","IHHL_BPL_SC","IHHL_BPL_ST","Sanitary_Complex","School_Toilets","Anganwadi_Toilets"
"CHHATTISGARH","KAWARDHA(KABIRDHAM)","2012-2013",2418.0,2713.0,5131.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2006-2007",15697.0,3929.0,19626.0,0.0,0.0,1.0,604.0,263.0
"CHHATTISGARH","KORBA","2007-2008",21313.0,18281.0,39594.0,0.0,0.0,2.0,2486.0,550.0
"CHHATTISGARH","KORBA","2008-2009",26973.0,19583.0,46556.0,0.0,0.0,4.0,421.0,2.0
"CHHATTISGARH","KORBA","2009-2010",0.0,3261.0,3261.0,0.0,0.0,2.0,107.0,408.0
"CHHATTISGARH","KORBA","2010-2011",0.0,1313.0,1313.0,0.0,0.0,8.0,0.0,0.0
"CHHATTISGARH","KORBA","2011-2012",0.0,348.0,348.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORBA","2012-2013",0.0,2447.0,2447.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","KORIYA","2006-2007",3055.0,1414.0,4469.0,0.0,0.0,0.0,132.0,57.0
"CHHATTISGARH","KORIYA","2007-2008",14008.0,12884.0,26892.0,1330.0,8920.0,0.0,1563.0,176.0
"CHHATTISGARH","KORIYA","2008-2009",5931.0,2178.0,8109.0,1310.0,2040.0,2.0,565.0,278.0
"CHHATTISGARH","KORIYA","2009-2010",5213.0,480.0,5693.0,1146.0,2396.0,0.0,22.0,113.0
"CHHATTISGARH","KORIYA","2010-2011",440.0,11.0,451.0,96.0,64.0,0.0,0.0,64.0
"CHHATTISGARH","KORIYA","2011-2012",1962.0,1333.0,3295.0,356.0,828.0,0.0,0.0,90.0
"CHHATTISGARH","KORIYA","2012-2013",55.0,45.0,100.0,20.0,20.0,0.0,0.0,0.0
"CHHATTISGARH","MAHASAMUND","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","MAHASAMUND","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","MAHASAMUND","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","MAHASAMUND","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","MAHASAMUND","2003-2004",281.0,0.0,281.0,56.0,84.0,0.0,22.0,0.0
"CHHATTISGARH","MAHASAMUND","2004-2005",783.0,29.0,812.0,298.0,286.0,0.0,207.0,0.0
"CHHATTISGARH","MAHASAMUND","2005-2006",792.0,338.0,1130.0,196.0,239.0,0.0,124.0,0.0
"CHHATTISGARH","MAHASAMUND","2006-2007",9536.0,2322.0,11858.0,3399.0,2760.0,0.0,219.0,0.0
"CHHATTISGARH","MAHASAMUND","2007-2008",21703.0,7507.0,29210.0,2844.0,6302.0,0.0,692.0,7.0
"CHHATTISGARH","MAHASAMUND","2008-2009",10615.0,5525.0,16140.0,256.0,472.0,0.0,1770.0,12.0
"CHHATTISGARH","MAHASAMUND","2009-2010",16253.0,9039.0,25292.0,4290.0,4419.0,1.0,148.0,291.0
"CHHATTISGARH","MAHASAMUND","2010-2011",5560.0,1200.0,6760.0,397.0,322.0,0.0,1.0,1.0
"CHHATTISGARH","MAHASAMUND","2011-2012",2829.0,0.0,2829.0,185.0,285.0,0.0,6.0,0.0
"CHHATTISGARH","MAHASAMUND","2012-2013",2006.0,473.0,2479.0,414.0,487.0,2.0,0.0,0.0
"CHHATTISGARH","RAIGARH","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2006-2007",15525.0,6622.0,22147.0,0.0,0.0,15.0,518.0,204.0
"CHHATTISGARH","RAIGARH","2007-2008",10689.0,4478.0,15167.0,0.0,0.0,4.0,932.0,79.0
"CHHATTISGARH","RAIGARH","2008-2009",5946.0,10172.0,16118.0,0.0,0.0,0.0,227.0,109.0
"CHHATTISGARH","RAIGARH","2009-2010",25810.0,3140.0,28950.0,0.0,0.0,1.0,330.0,550.0
"CHHATTISGARH","RAIGARH","2010-2011",7770.0,699.0,8469.0,0.0,0.0,14.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2011-2012",6211.0,700.0,6911.0,0.0,0.0,10.0,0.0,0.0
"CHHATTISGARH","RAIGARH","2012-2013",3538.0,272.0,3810.0,0.0,0.0,2.0,0.0,0.0
"CHHATTISGARH","RAIPUR","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2006-2007",37924.0,18025.0,55949.0,1486.0,1473.0,0.0,1470.0,240.0
"CHHATTISGARH","RAIPUR","2007-2008",20943.0,31453.0,52396.0,0.0,0.0,0.0,950.0,207.0
"CHHATTISGARH","RAIPUR","2008-2009",15358.0,17412.0,32770.0,13359.0,9927.0,0.0,1145.0,163.0
"CHHATTISGARH","RAIPUR","2009-2010",30235.0,20145.0,50380.0,1899.0,1219.0,1.0,692.0,0.0
"CHHATTISGARH","RAIPUR","2010-2011",7250.0,4225.0,11475.0,0.0,0.0,0.0,8.0,0.0
"CHHATTISGARH","RAIPUR","2011-2012",65.0,70.0,135.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAIPUR","2012-2013",200.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAJNANDGAON","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAJNANDGAON","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAJNANDGAON","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAJNANDGAON","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAJNANDGAON","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","RAJNANDGAON","2004-2005",1288.0,13.0,1301.0,97.0,175.0,0.0,255.0,0.0
"CHHATTISGARH","RAJNANDGAON","2005-2006",17883.0,2662.0,20545.0,2714.0,6434.0,0.0,241.0,0.0
"CHHATTISGARH","RAJNANDGAON","2006-2007",6079.0,4437.0,10516.0,321.0,930.0,0.0,676.0,0.0
"CHHATTISGARH","RAJNANDGAON","2007-2008",8441.0,23348.0,31789.0,237.0,1343.0,0.0,580.0,249.0
"CHHATTISGARH","RAJNANDGAON","2008-2009",604.0,7174.0,7778.0,60.0,207.0,0.0,571.0,0.0
"CHHATTISGARH","RAJNANDGAON","2009-2010",12011.0,12524.0,24535.0,2376.0,3801.0,0.0,0.0,326.0
"CHHATTISGARH","RAJNANDGAON","2010-2011",22004.0,22896.0,44900.0,3243.0,5431.0,0.0,529.0,44.0
"CHHATTISGARH","RAJNANDGAON","2011-2012",2000.0,4259.0,6259.0,530.0,520.0,0.0,982.0,18.0
"CHHATTISGARH","RAJNANDGAON","2012-2013",337.0,4598.0,4935.0,52.0,136.0,0.0,1174.0,135.0
"CHHATTISGARH","SURGUJA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2006-2007",10594.0,2316.0,12910.0,0.0,0.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2007-2008",52749.0,23817.0,76566.0,3150.0,34958.0,0.0,2361.0,484.0
"CHHATTISGARH","SURGUJA","2008-2009",11830.0,26885.0,38715.0,2380.0,7646.0,0.0,1791.0,14.0
"CHHATTISGARH","SURGUJA","2009-2010",23279.0,19858.0,43137.0,2353.0,12420.0,4.0,413.0,0.0
"CHHATTISGARH","SURGUJA","2010-2011",34268.0,1950.0,36218.0,5950.0,23084.0,0.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2011-2012",7041.0,165.0,7206.0,984.0,4319.0,1.0,0.0,0.0
"CHHATTISGARH","SURGUJA","2012-2013",322.0,0.0,322.0,54.0,208.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2004-2005",37.0,0.0,37.0,0.0,37.0,1.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2006-2007",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2007-2008",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2008-2009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2009-2010",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2010-2011",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2011-2012",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D & N HAVELI","DADRA AND NAGAR HAVELI","2012-2013",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2006-2007",14690.0,0.0,14690.0,0.0,0.0,0.0,101.0,8.0
"GOA","NORTH GOA","2007-2008",310.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2008-2009",0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0
"GOA","NORTH GOA","2009-2010",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2010-2011",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2011-2012",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","NORTH GOA","2012-2013",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2006-2007",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2007-2008",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2008-2009",1231.0,17522.0,18753.0,92.0,562.0,0.0,238.0,50.0
"GOA","SOUTH GOA","2009-2010",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2010-2011",800.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2011-2012",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOA","SOUTH GOA","2012-2013",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AHMEDABAD","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AHMEDABAD","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AHMEDABAD","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AHMEDABAD","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AHMEDABAD","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0
"GUJARAT","AHMEDABAD","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0
"GUJARAT","AHMEDABAD","2005-2006",7824.0,10988.0,18812.0,2808.0,0.0,0.0,394.0,0.0
"GUJARAT","AHMEDABAD","2006-2007",20700.0,30107.0,50807.0,4920.0,0.0,0.0,193.0,296.0
"GUJARAT","AHMEDABAD","2007-2008",11176.0,16810.0,27986.0,3547.0,0.0,20.0,0.0,19.0
"GUJARAT","AHMEDABAD","2008-2009",17558.0,18280.0,35838.0,4701.0,216.0,4.0,0.0,0.0
"GUJARAT","AHMEDABAD","2009-2010",12855.0,7155.0,20010.0,4350.0,627.0,2.0,0.0,65.0
"GUJARAT","AHMEDABAD","2010-2011",8821.0,19178.0,27999.0,955.0,195.0,0.0,0.0,93.0
"GUJARAT","AHMEDABAD","2011-2012",1258.0,8500.0,9758.0,181.0,83.0,0.0,0.0,0.0
"GUJARAT","AHMEDABAD","2012-2013",0.0,8334.0,8334.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","AMRELI","2005-2006",1614.0,1258.0,2872.0,559.0,0.0,1.0,52.0,14.0
"GUJARAT","AMRELI","2006-2007",17534.0,11699.0,29233.0,4065.0,0.0,17.0,454.0,320.0
"GUJARAT","AMRELI","2007-2008",10691.0,7570.0,18261.0,2747.0,0.0,9.0,50.0,135.0
"GUJARAT","AMRELI","2008-2009",17158.0,17177.0,34335.0,2064.0,0.0,10.0,274.0,191.0
"GUJARAT","AMRELI","2009-2010",4590.0,8649.0,13239.0,385.0,0.0,8.0,0.0,0.0
"GUJARAT","AMRELI","2010-2011",4770.0,9687.0,14457.0,492.0,0.0,4.0,48.0,95.0
"GUJARAT","AMRELI","2011-2012",3670.0,8534.0,12204.0,389.0,0.0,0.0,58.0,8.0
"GUJARAT","AMRELI","2012-2013",1963.0,7982.0,9945.0,339.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2005-2006",4944.0,3752.0,8696.0,2038.0,35.0,2.0,515.0,121.0
"GUJARAT","ANAND","2006-2007",9104.0,11321.0,20425.0,1533.0,29.0,38.0,0.0,0.0
"GUJARAT","ANAND","2007-2008",6226.0,8530.0,14756.0,467.0,82.0,9.0,0.0,0.0
"GUJARAT","ANAND","2008-2009",13401.0,13814.0,27215.0,251.0,264.0,17.0,0.0,32.0
"GUJARAT","ANAND","2009-2010",23635.0,17234.0,40869.0,1011.0,0.0,3.0,0.0,17.0
"GUJARAT","ANAND","2010-2011",10233.0,9346.0,19579.0,830.0,16.0,0.0,0.0,10.0
"GUJARAT","ANAND","2011-2012",1196.0,2873.0,4069.0,218.0,0.0,0.0,0.0,0.0
"GUJARAT","ANAND","2012-2013",1093.0,4345.0,5438.0,0.0,0.0,0.0,113.0,0.0
"GUJARAT","BANAS KANTHA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2005-2006",6660.0,9257.0,15917.0,1798.0,1198.0,12.0,605.0,498.0
"GUJARAT","BANAS KANTHA","2006-2007",23197.0,32390.0,55587.0,6061.0,3503.0,40.0,258.0,554.0
"GUJARAT","BANAS KANTHA","2007-2008",31979.0,56281.0,88260.0,11196.0,4778.0,18.0,1195.0,247.0
"GUJARAT","BANAS KANTHA","2008-2009",25194.0,35787.0,60981.0,8818.0,3779.0,0.0,7.0,0.0
"GUJARAT","BANAS KANTHA","2009-2010",18326.0,21407.0,39733.0,6379.0,2734.0,0.0,0.0,0.0
"GUJARAT","BANAS KANTHA","2010-2011",10619.0,22563.0,33182.0,3717.0,1593.0,0.0,389.0,0.0
"GUJARAT","BANAS KANTHA","2011-2012",8264.0,11215.0,19479.0,2987.0,1244.0,0.0,438.0,0.0
"GUJARAT","BANAS KANTHA","2012-2013",1413.0,3537.0,4950.0,495.0,212.0,0.0,696.0,0.0
"GUJARAT","BHARUCH","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHARUCH","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHARUCH","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHARUCH","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHARUCH","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHARUCH","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHARUCH","2005-2006",2402.0,1960.0,4362.0,661.0,1744.0,1.0,130.0,98.0
"GUJARAT","BHARUCH","2006-2007",8338.0,12500.0,20838.0,239.0,5018.0,19.0,232.0,378.0
"GUJARAT","BHARUCH","2007-2008",16091.0,11131.0,27222.0,372.0,12747.0,1.0,64.0,227.0
"GUJARAT","BHARUCH","2008-2009",24892.0,13744.0,38636.0,8068.0,11830.0,12.0,250.0,127.0
"GUJARAT","BHARUCH","2009-2010",11253.0,14103.0,25356.0,0.0,1048.0,18.0,0.0,16.0
"GUJARAT","BHARUCH","2010-2011",4791.0,6408.0,11199.0,0.0,0.0,0.0,25.0,31.0
"GUJARAT","BHARUCH","2011-2012",3941.0,4378.0,8319.0,0.0,13520.0,0.0,144.0,6.0
"GUJARAT","BHARUCH","2012-2013",3491.0,1242.0,4733.0,0.0,0.0,0.0,152.0,0.0
"GUJARAT","BHAVNAGAR","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHAVNAGAR","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHAVNAGAR","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHAVNAGAR","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHAVNAGAR","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHAVNAGAR","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","BHAVNAGAR","2005-2006",4796.0,10813.0,15609.0,578.0,0.0,4.0,291.0,495.0
"GUJARAT","BHAVNAGAR","2006-2007",9699.0,19508.0,29207.0,697.0,0.0,90.0,75.0,95.0
"GUJARAT","BHAVNAGAR","2007-2008",6532.0,13050.0,19582.0,3098.0,0.0,3.0,72.0,17.0
"GUJARAT","BHAVNAGAR","2008-2009",1731.0,2320.0,4051.0,377.0,0.0,0.0,0.0,56.0
"GUJARAT","BHAVNAGAR","2009-2010",7427.0,13202.0,20629.0,1139.0,0.0,0.0,47.0,134.0
"GUJARAT","BHAVNAGAR","2010-2011",825.0,5540.0,6365.0,9.0,0.0,3.0,4.0,28.0
"GUJARAT","BHAVNAGAR","2011-2012",339.0,4469.0,4808.0,0.0,0.0,0.0,10.0,12.0
"GUJARAT","BHAVNAGAR","2012-2013",214.0,3968.0,4182.0,61.0,0.0,0.0,129.0,2.0
"GUJARAT","DAHOD","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2003-2004",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2004-2005",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2005-2006",14671.0,522.0,15193.0,0.0,14671.0,37.0,402.0,805.0
"GUJARAT","DAHOD","2006-2007",28106.0,3675.0,31781.0,0.0,25691.0,34.0,772.0,492.0
"GUJARAT","DAHOD","2007-2008",38530.0,15095.0,53625.0,4180.0,22729.0,54.0,0.0,272.0
"GUJARAT","DAHOD","2008-2009",34158.0,11812.0,45970.0,1731.0,26511.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2009-2010",8535.0,2896.0,11431.0,438.0,6622.0,0.0,0.0,0.0
"GUJARAT","DAHOD","2010-2011",4450.0,6955.0,11405.0,163.0,3838.0,0.0,0.0,287.0
"GUJARAT","DAHOD","2011-2012",3340.0,6519.0,9859.0,55.0,2922.0,0.0,693.0,16.0
"GUJARAT","DAHOD","2012-2013",0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
"GUJARAT","DANGS","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUJARAT","DANGS","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
