"Year","ONGC","JVC","Total"
"2004-05",18164.0,4226.0,22390.0
"2005-06",16309.0,4451.0,20760.0
"2006-07",17993.0,4669.0,22662.0
"2007-08",18020.0,4885.0,22905.0
"2008-09",17801.0,4431.0,22232.0
"2009-10",17340.0,4529.0,21869.0
"2010-11",16973.0,4281.975,21254.975
"2011-12*",16330.0,3733.16,20063.16
