"Year","Arts  Total","Arts  Women","Science  Total","Science  Women","Commerce  Total","Commerce  Women","       Total","       Total  Women","Education  Total","Education  Women","Engineering/Tech., Including Polytechnics Total","Engineering/Tech., Including Polytechnics Women","Medicine  Total","Medicine  Women","Agriculture  Total","Agriculture  Women","      Veterinary       Science Total","      Veterinary       Science Women","         Law  Total","         Law  Women","        Others  Total","        Others  Women","        Total","        Total  Women"
" 2001-02",3858475.0,1688580.0,1597637.0,624682.0,1633693.0,632170.0,7089805.0,2945432.0,115265.0,50111.0,942377.0,211654.0,148309.0,60242.0,53969.0,9064.0,13821.0,2872.0,271007.0,55980.0,75126.0,28154.0,1504609.0,418077.0
" 2002-03",4198804.0,1894759.0,1770281.0,705400.0,1678317.0,615771.0,7647402.0,3215930.0,118593.0,61718.0,1136786.0,243239.0,208465.0,86690.0,55367.0,9332.0,14765.0,2982.0,298291.0,61947.0,80745.0,30564.0,1913012.0,496472.0
" 2003-04",4252067.0,1890915.0,1851506.0,741660.0,1755328.0,645053.0,7858901.0,3277628.0,114681.0,57208.0,1145622.0,267797.0,223235.0,93831.0,58700.0,9981.0,14858.0,3138.0,303629.0,62523.0,83721.0,31637.0,1944446.0,526115.0
" 2004-05",4241507.0,1873324.0,1689504.0,671223.0,1587285.0,578488.0,7518296.0,3123035.0,155192.0,68049.0,1085236.0,252492.0,256748.0,89052.0,61838.0,10585.0,15721.0,3387.0,319671.0,68596.0,88041.0,34298.0,1982447.0,526459.0
" 2005-06",4209248.0,1841682.0,1809602.0,752760.0,1612171.0,636712.0,7631021.0,3231154.0,244825.0,111557.0,2358638.0,593383.0,305629.0,144903.0,"NA","NA","NA","NA","NA","NA","NA","NA",2909092.0,849843.0
" 2006-07",4372872.0,1902249.0,1874910.0,779745.0,1613090.0,610694.0,7860872.0,3292688.0,271858.0,122144.0,2530362.0,631270.0,319811.0,150942.0,"NA","NA","NA","NA","NA","NA","NA","NA",3122031.0,904356.0
" 2007-08",5263397.0,2449813.0,2056675.0,879059.0,1916171.0,743392.0,9236243.0,4072264.0,370660.0,198723.0,1490618.0,411609.0,449333.0,207843.0,67752.0,14334.0,"NA","NA",293996.0,69165.0,209959.0,78392.0,2882318.0,980066.0
" 2008-09",5768749.0,2684371.0,2382993.0,945661.0,1888866.0,863169.0,10040608.0,4493201.0,486186.0,221494.0,1758804.0,491194.0,304391.0,134761.0,92991.0,16541.0,"NA","NA",215202.0,58834.0,493437.0,184510.0,3351011.0,1107334.0
" 2009-10",7057663.0,3263293.0,2588681.0,1090368.0,2269577.0,2154722.0,11915921.0,6508383.0,545077.0,274680.0,2005563.0,576851.0,354184.0,168679.0,90497.0,17564.0,"NA","NA",216954.0,63668.0,578181.0,302918.0,3790456.0,1404360.0
