-----
{
 "description": "This data provides city-wise details on total number of registered motor vehicles in million plus cities from 2001 to 2011.", 
 "file_name": "TOTAL_REGISTERED_MOTOR_VEHICLES_IN_MILLION_PLUS_CITIES_1.xls", 
 "title": "Total Registered Motor Vehicles In Million Plus Cities From 2001 To 2011 ", 
 "url": "http://data.gov.in/sites/default/files/TOTAL_REGISTERED_MOTOR_VEHICLES_IN_MILLION_PLUS_CITIES_1.xls"
}
-----
"Million Plus Cities",2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0
"Agra","NA","NA","NA","NA","NA","NA","NA","NA","NA",580.0,640.0
"Allahabad","NA","NA","NA","NA","NA","NA","NA","NA","NA",533.0,683.0
"Aurangabad","NA","NA","NA","NA","NA","NA","NA","NA","NA",233.0,253.0
"Ahmedabad",846.0,899.0,978.0,1075.0,1632.0,1780.0,1451.0,1586.0,1691.0,"NA","NA"
"Bengaluru",1593.0,1680.0,1771.0,1891.0,2232.0,2617.0,2179.0,2640.0,3016.0,3491.0,3791.0
"Bhopal",309.0,333.0,361.0,392.0,428.0,476.0,524.0,571.0,617.0,674.0,755.0
"Chennai",1257.0,1356.0,1895.0,2015.0,2167.0,2338.0,2518.0,2701.0,2919.0,3149.0,3456.0
"Coimbatore",409.0,448.0,578.0,630.0,682.0,750.0,827.0,910.0,1002.0,1110.0,1241.0
"Delhi",3635.0,3699.0,3971.0,4237.0,4186.0,4487.0,5492.0,1605.0,1674.0,1768.0,1870.0
"Dhanbad","NA","NA","NA","NA","NA","NA","NA","NA","NA",31.0,41.0
"Ghaziabad","NA","NA","NA","NA","NA","NA","NA","NA","NA",409.0,470.0
"Greater Mumbai",1030.0,1069.0,1124.0,1199.0,1295.0,1394.0,1503.0,1605.0,1674.0,1768.0,1870.0
"Gwalior","NA","NA","NA","NA","NA","NA","NA","NA","NA",412.0,449.0
"Hyderabad",951.0,1241.0,1319.0,1356.0,1433.0,1522.0,2181.0,2444.0,2682.0,2728.0,3033.0
"Indore",517.0,550.0,592.0,645.0,705.0,771.0,844.0,929.0,1007.0,1098.0,1213.0
"Jabalpur","NA","NA","NA","NA","NA","NA","NA","NA","NA",516.0,559.0
"Jaipur",644.0,693.0,753.0,824.0,923.0,1051.0,1177.0,1051.0,1051.0,1051.0,1051.0
"Jamshedpur","NA","NA","NA","NA","NA","NA","NA","NA","NA",56.0,67.0
"Jodhpur","NA","NA","NA","NA","NA","NA","NA","NA","NA",577.0,636.0
"Kanpur",370.0,385.0,425.0,425.0,425.0,425.0,553.0,598.0,642.0,940.0,1002.0
"Kochi",152.0,152.0,166.0,166.0,166.0,166.0,257.0,247.0,303.0,322.0,409.0
"Kolkata",664.0,801.0,842.0,875.0,911.0,948.0,987.0,573.0,581.0,411.0,445.0
"Kota","NA","NA","NA","NA","NA","NA","NA","NA","NA",440.0,473.0
"Lucknow",465.0,556.0,615.0,615.0,615.0,615.0,801.0,962.0,1025.0,1107.0,1211.0
"Madurai",219.0,240.0,281.0,304.0,330.0,364.0,402.0,440.0,478.0,530.0,603.0
"Meerut","NA","NA","NA","NA","NA","NA","NA","NA","NA",387.0,423.0
"Nagpur",416.0,459.0,503.0,543.0,770.0,824.0,884.0,946.0,1009.0,1079.0,1157.0
"Nashik","NA","NA","NA","NA","NA","NA","NA","NA","NA",358.0,398.0
"Patna",293.0,313.0,336.0,336.0,378.0,405.0,437.0,471.0,516.0,581.0,658.0
"Pune",620.0,658.0,697.0,755.0,827.0,874.0,930.0,1141.0,1153.0,1908.0,2094.0
"Raipur","NA","NA","NA","NA","NA","NA","NA","NA","NA",469.0,527.0
"Srinagar","NA","NA","NA","NA","NA","NA","NA","NA","NA",172.0,184.0
"Surat",534.0,575.0,633.0,692.0,692.0,692.0,912.0,982.0,1036.0,"NA","NA"
"Tiruchirapalli","NA","NA","NA","NA","NA","NA","NA","NA","NA",400.0,457.0
"Vadodara",475.0,506.0,546.0,586.0,586.0,586.0,861.0,934.0,1009.0,"NA","NA"
"Varanasi",333.0,339.0,366.0,366.0,366.0,366.0,456.0,482.0,522.0,497.0,538.0
"Vijayawada","NA","NA","NA","NA","NA","NA","NA","NA","NA",523.0,466.0
"Visakhapatnam",209.0,364.0,393.0,435.0,435.0,462.0,472.0,515.0,559.0,586.0,617.0
