"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"V","2008-09","ENERGY","  ENERGY",39218.0,3050.0,1836.75,25876.0,28271.17,21959.79,41705.0,39443.0,31564.91,77747.38,56747.95,56533.95,7064.15,7064.15,11309.35,14389.0,14389.0,18557.17,83050.0,83050.0,80212.15,86848.0,87033.96,86582.75,32824.0,32824.0,25927.0,109861.5,109861.5,101888.29,70000.0,70000.0,29985.783,241814.0,326614.05,326614.05,93435.0,93435.0,79882.42,163431.81,163431.81,146296.41,145000.0,145000.0,132805.0,12350.0,15080.07,7817.39,42908.0,38780.0,38367.28,6811.0,6767.0,5040.44,10527.53,9934.65,11076.28,75635.8,47293.0,37586.95,220452.0,186843.6,192619.47,619949.04,620900.09,604460.0,7420.0,7988.48,10110.0,216396.34,249959.46,251594.03,10242.85,5669.0,6771.24,537275.0,519701.0,599583.2,50742.53,50742.53,23256.49,206029.0,206029.0,159395.4,3249002.93,3225903.47,3099633.943,3260.0,3260.0,4191.28,2199.0,2199.0,3433.01,3233.0,3233.0,1458.23,2474.0,2474.0,1419.79,101685.0,101685.0,56908.45,2351.0,2351.0,2351.0,3903.22,4458.57,4458.38,119105.22,119660.57,74220.14,3368108.15,3345564.04,3173854.083
"VI","2008-09","INDUSTRY & MINERALS","1. Village & Small Enterprises    ",25079.37,7840.0,10763.6,371.0,723.5,681.34,2250.0,3027.0,4266.12,7751.0,2609.58,2500.55,1965.51,1965.51,1800.48,1853.5,1853.5,1410.8,23500.0,23500.0,8023.87,4400.0,3400.0,3390.59,1835.42,1835.42,1811.0,3324.0,3324.0,4640.9,5651.0,5651.0,4763.8,25086.0,13910.39,14966.39,15325.0,15325.0,16718.45,9976.81,9976.81,9068.44,7892.47,7892.47,6586.0,8946.08,2372.08,1517.06,1350.0,1350.0,1331.5,2635.0,2727.0,2309.0,2266.5,2394.0,551.0,4403.0,4169.0,3983.18,2740.1,2040.0,2040.0,2596.79,2132.86,2145.12,850.0,850.0,1090.0,21680.09,20983.76,20722.89,1702.77,1862.64,1574.88,7725.0,4718.0,5479.59,1964.39,1964.39,1779.12,12764.0,12764.0,10617.28,207884.8,163161.91,146532.95,809.0,809.0,431.68,0.0,0.0,0.0,31.0,31.0,41.08,47.0,47.0,35.73,2440.0,2440.0,1444.15,107.0,107.0,101.86,2407.4,2173.55,2150.09,5841.4,5607.55,4204.59,213726.2,168769.46,150737.54
"VI","2008-09","INDUSTRY & MINERALS","2. Other Industries (Other than VSE)",31596.5,7099.0,14679.4,20.0,20.0,61.0,4670.0,4970.0,3453.89,31249.0,25911.18,43381.13,13262.69,13262.69,4777.77,2001.0,2001.0,1737.0,50386.0,50386.0,52110.31,10150.0,10150.0,10037.13,102.86,102.88,100.0,6100.0,6100.0,5892.31,9349.0,9349.0,4515.34,10408.0,9158.57,7672.15,6675.0,6675.0,7244.0,4043.63,4043.63,5490.5,2401.9,2401.9,20809.0,60.0,7034.0,27.37,2250.0,2250.0,2246.92,10.0,10.0,10.0,2508.5,2458.5,4023.0,1139.39,938.99,1104.33,0.0,0.0,0.0,1212.68,492.57,601.33,800.0,830.0,1000.0,32658.06,37017.26,36143.91,1843.78,3671.5,2622.45,28710.0,10635.0,16095.0,2.0,2.0,0.0,35641.21,35641.21,45587.783,289251.2,252611.88,291423.023,0.0,0.0,0.0,103.0,103.0,110.5,0.0,0.0,0.0,1416.0,1416.0,215.0,0.0,0.0,4.51,32.0,32.0,0.0,73183.25,41011.68,4464.74,74734.25,42562.68,4794.75,363985.45,295174.56,296217.773
"VI","2008-09","INDUSTRY & MINERALS","3. Minerals",499.09,608.0,794.79,111.0,320.95,316.79,60.0,60.0,60.0,0.0,1100.0,1100.0,5236.0,5236.0,5236.0,115.0,115.0,118.4,3380.0,3380.0,3322.33,3.0,3.0,0.0,5.0,5.0,4.0,870.0,870.0,673.01,5000.0,5000.0,463.0,0.0,0.0,430.42,100.0,100.0,97.82,556.5,556.5,448.96,0.0,0.0,0.0,30.0,30.0,25.06,250.0,287.0,258.6,70.0,68.6,65.82,946.0,956.6,930.54,745.61,345.61,304.76,0.0,0.0,0.0,11968.96,12100.0,9316.41,177.0,177.0,455.0,68.74,97.33,39.93,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,48.06,229.96,229.96,148.6,30582.86,31807.55,24658.3,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30582.86,31807.55,24658.3
"VI","2008-09","INDUSTRY & MINERALS","TOTAL - (VI) ",57174.96,15547.0,26237.79,502.0,1064.45,1059.13,6980.0,8057.0,7780.01,39000.0,29620.76,46981.68,20464.2,20464.2,11814.25,3969.5,3969.5,3266.2,77266.0,77266.0,63456.51,14553.0,13553.0,13427.72,1943.28,1943.3,1915.0,10294.0,10294.0,11206.22,20000.0,20000.0,9742.14,35494.0,23068.96,23068.96,22100.0,22100.0,24060.27,14576.94,14576.94,15007.9,10294.37,10294.37,27395.0,9036.08,9436.08,1569.49,3850.0,3887.0,3837.02,2715.0,2805.6,2384.82,5721.0,5809.1,5504.54,6288.0,5453.6,5392.27,2740.1,2040.0,2040.0,15778.43,14725.43,12062.86,1827.0,1857.0,2545.0,54406.89,58098.35,56906.73,3546.55,5534.14,4197.33,36435.0,15353.0,21574.59,2127.39,2127.39,1827.18,48635.17,48635.17,56353.663,527718.86,447581.34,462614.273,809.0,809.0,431.68,103.0,103.0,110.5,31.0,31.0,41.08,1463.0,1463.0,250.73,2440.0,2440.0,1448.66,139.0,139.0,101.86,75590.65,43185.23,6614.83,80575.65,48170.23,8999.34,608294.51,495751.57,471613.613
"VII","2008-09","TRANSPORT","1. Minor Ports",6524.0,6367.0,19822.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,650.0,650.0,5175.0,5175.0,3625.19,0.0,0.0,0.0,3163.25,3163.25,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,159.11,154.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.01,1550.01,1399.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17489.26,17341.37,26873.35,1564.0,1564.0,1235.73,0.0,0.0,0.0,0.0,0.0,0.0,191.0,191.0,40.58,0.0,0.0,0.0,630.0,630.0,9739.26,364.0,374.0,373.9,2749.0,2759.0,11389.47,20238.26,20100.37,38262.82
"VII","2008-09","TRANSPORT","2. Civil Aviation",0.0,0.0,0.0,187.0,1205.75,1198.14,0.0,0.0,0.0,800.0,519.2,403.97,97.85,97.85,0.68,68.5,68.5,84.5,2520.0,2520.0,1276.23,2288.0,3874.0,3799.6,77.5,77.5,81.4,1470.0,1470.0,10.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,"",1820.0,1820.0,1169.2,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,158.8,226.52,0.0,0.0,0.0,270.0,270.0,111.43,2086.92,16434.74,16434.74,0.0,0.0,0.0,2500.0,2500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,100.0,1180.72,2600.0,2600.0,234.65,201.0,201.0,123.85,37546.77,49917.34,43835.63,4090.0,4090.0,404.21,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,63.25,0.0,0.0,0.0,575.0,575.0,575.0,0.0,0.0,0.0,4855.0,4855.0,1042.46,42401.77,54772.34,44878.09
"VII","2008-09","TRANSPORT","3. Roads and Bridges  ",241791.65,164762.0,184781.52,26833.0,62310.61,59441.17,63958.0,65593.0,26982.43,299175.5,357225.54,360887.74,144146.03,144146.03,100351.86,13774.28,13774.28,14666.46,162600.0,162600.0,149399.83,62000.0,67000.0,70641.51,30355.72,40750.72,40420.0,67065.0,67065.0,101029.33,64000.0,64000.0,54353.0,221395.0,262123.21,262123.21,70893.0,70893.0,50774.06,165000.0,165000.0,184734.22,178661.63,178661.63,198655.0,2650.0,21044.59,3657.93,16232.0,16232.0,16068.93,4635.0,4750.0,4819.58,5173.82,6288.91,5861.23,97875.0,74880.0,91027.37,54290.0,52028.0,52028.0,59780.12,62974.0,60756.21,8036.0,7966.0,10140.35,200634.74,221380.19,211915.05,14764.9,20244.13,31500.06,480495.0,471178.0,522586.0,56366.01,56366.01,76394.07,68468.0,68468.0,52687.53,2881049.4,2969704.85,2998683.65,8211.0,8211.0,8069.73,220.0,220.0,102.99,3321.0,3321.0,3049.99,4062.0,4062.0,3467.52,121100.0,121100.0,145534.12,400.0,400.0,960.26,2964.64,9012.98,4960.99,140278.64,146326.98,166145.6,3021328.04,3116031.83,3164829.25
"VII","2008-09","TRANSPORT","4. Road Transport",0.0,0.0,0.0,585.0,585.0,579.0,1366.0,2299.0,1520.63,120.0,220.0,0.0,0.0,0.0,0.0,1673.65,1673.65,1753.09,20550.0,20550.0,17650.0,12347.0,17347.0,17337.48,6980.5,4480.5,3265.0,500.0,500.0,1800.0,17000.0,17000.0,3251.0,107237.0,92241.26,92241.26,3000.0,3000.0,3026.4,13700.0,13700.0,0.0,866.0,866.0,3616.0,0.0,0.0,0.0,375.0,375.0,375.0,400.0,416.92,397.11,897.0,1397.0,1245.0,1800.0,2050.0,1557.49,141.0,8.15,8.15,8045.01,8080.0,11645.61,172.84,190.08,769.8,33439.11,33530.67,0.0,170.76,200.0,200.0,17556.0,19280.0,21073.35,0.0,0.0,0.0,13536.54,13536.54,10462.69,262458.41,253526.77,193774.06,998.0,998.0,1903.64,795.0,795.0,807.45,0.0,0.0,0.0,29.0,29.0,0.0,90121.0,90121.0,44488.95,10.0,10.0,16.29,200.0,218.0,217.52,92153.0,92171.0,47433.85,354611.41,345697.77,241207.91
"VII","2008-09","TRANSPORT","5. Inland Water Transport",0.0,0.0,0.0,0.0,0.0,0.0,800.0,600.0,115.76,0.0,0.0,0.0,0.0,0.0,0.0,348.0,348.0,268.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10925.0,10925.0,1184.99,0.0,0.0,0.0,537.45,537.45,99.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,55.0,50.89,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33306.72,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,570.5,570.5,700.0,13242.95,13035.84,35731.58,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13242.95,13035.84,35731.58
"VII","2008-09","TRANSPORT","6. Other Transport Services",0.0,0.0,18226.72,16979.0,53.0,53.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,300.0,300.0,315.35,0.0,0.0,0.0,101.0,101.22,101.22,100.0,100.0,0.0,0.0,0.0,0.0,72179.89,72179.89,40178.0,25.0,225.0,7230.1,65.0,65.0,35.0,100.0,101.0,101.0,748.05,664.0,617.0,431.0,400.0,819.8,44000.0,56372.0,56372.0,2.0,0.0,71.18,0.0,0.0,0.0,0.0,0.0,0.0,364.49,842.63,983.62,0.0,0.0,0.0,1822.52,1822.52,607.33,394.96,394.96,8724.6,137638.91,133647.22,134453.92,13057.0,13057.0,15065.75,107.0,107.0,247.82,6.0,6.0,9.33,0.0,0.0,0.0,82113.0,82113.0,88750.0,9192.0,9192.0,0.0,0.0,0.0,0.0,104475.0,104475.0,104072.9,242113.91,238122.22,238526.82
"VII","2008-09","TRANSPORT","TOTAL - (VII)",248315.65,171129.0,222830.61,44584.0,64154.36,61271.31,66141.0,68509.0,28635.82,300095.5,357964.74,361291.71,144243.88,144243.88,100352.54,16149.43,16149.43,16793.09,185670.0,185670.0,168326.06,76635.0,88221.0,91778.59,37414.72,45309.72,43767.4,69335.0,69335.0,103154.68,91000.0,91000.0,67604.0,329383.0,355115.69,355115.69,90093.0,90093.0,58610.64,180520.0,180520.0,185903.42,261408.22,261408.22,243749.0,2675.0,21269.59,10888.03,16672.0,16672.0,16478.93,5199.0,5430.72,5548.21,6818.87,8349.91,7723.23,100581.0,77810.0,93723.11,100517.92,124842.89,124842.89,67827.13,71054.0,72473.0,10708.84,10656.08,18410.15,235623.86,256460.87,246621.61,15300.15,21286.76,32683.68,502554.0,490558.0,544840.07,60788.53,60788.53,77236.05,83171.0,83171.0,72698.67,3349425.7,3437173.39,3433352.19,27920.0,27920.0,26679.06,1122.0,1122.0,1158.26,3327.0,3327.0,3059.32,4472.0,4472.0,3571.35,293334.0,293334.0,278773.07,10807.0,10807.0,11290.81,3528.64,9604.98,5552.41,344510.64,350586.98,330084.28,3693936.34,3787760.37,3763436.47
"VIII","2008-09","SCIENCE,TECHNOLOGY & ENVIRONMENT","1. Scientific Research ",247.0,159.0,232.32,1129.0,1278.5,243.95,1950.0,1950.0,1853.57,0.0,0.0,0.0,713.0,713.0,649.08,142.0,142.0,111.26,2456.0,2456.0,5670.22,250.0,352.0,452.0,0.0,0.0,0.0,585.0,585.0,525.69,640.0,640.0,123.0,1433.0,1433.15,1433.15,5500.0,5500.0,3776.53,2482.4,2482.4,5113.84,1680.0,1680.0,200.0,110.0,1110.0,96.09,200.0,200.0,197.89,846.0,856.6,200.0,202.0,252.0,202.0,1955.2,1848.0,1931.76,252.0,841.23,841.23,326.93,568.0,559.07,500.0,400.0,736.0,374.74,755.21,754.6,354.44,364.0,357.47,1200.0,1162.0,1161.73,1436.0,1436.0,301.68,1355.0,1355.0,2852.89,28319.71,30519.09,30577.02,141.0,141.0,44.23,28.0,28.0,21.9,17.0,17.0,13.52,30.0,30.0,31.71,5.0,5.0,5.0,250.0,250.0,209.24,45.0,45.0,44.96,516.0,516.0,370.56,28835.71,31035.09,30947.58
"VIII","2008-09","SCIENCE,TECHNOLOGY & ENVIRONMENT","2. Information Technology & E-Governance",0.0,0.0,0.0,0.0,0.0,0.0,2325.0,2325.0,1199.82,11626.0,4236.5,4234.97,2762.0,2762.0,838.91,6000.0,6000.0,2248.87,6529.0,6529.0,2113.56,0.0,0.0,0.0,2500.0,2500.0,1625.0,1257.5,1257.5,0.0,10000.0,10000.0,4895.38,6295.0,5145.0,5145.0,7800.0,7800.0,8578.4,4291.0,4291.0,0.0,0.0,0.0,"",625.0,625.0,579.7,743.0,250.0,247.92,"","",398.0,689.0,689.0,220.62,3337.0,3619.0,3512.06,2251.0,33.0,33.0,4912.61,0.0,0.0,400.0,633.75,461.0,1683.0,1683.0,0.0,675.58,169.5,364.93,0.0,0.0,0.0,2667.03,2667.03,799.54,4529.0,4529.0,3603.86,83897.72,67744.28,41100.54,126.0,126.0,88.49,433.0,433.0,640.2,0.0,0.0,0.0,41.0,41.0,25.89,0.0,0.0,0.0,550.0,550.0,548.98,500.0,505.0,494.99,1650.0,1655.0,1798.55,85547.72,69399.28,42899.09
"VIII","2008-09","SCIENCE,TECHNOLOGY & ENVIRONMENT","3. Ecology & Environment",50.0,25.0,0.0,20.0,22.0,19.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,306.0,260.53,500.0,500.0,448.7,150.0,150.0,149.33,0.0,0.0,0.0,106.0,106.0,92.25,1000.0,1000.0,0.0,19833.0,19372.38,1096.21,1000.0,1000.0,4694.11,1472.93,1472.93,1123.13,270.0,270.0,259.0,485.0,740.41,535.0,95.0,95.0,97.29,4.0,4.0,3.5,0.0,0.0,0.0,1143.0,1043.0,1020.59,1530.0,638.87,638.87,20.8,25.58,16.16,55.0,55.0,170.0,1031.84,1233.53,383.89,83.68,98.0,98.0,4455.0,146.0,138.84,0.0,0.0,0.0,1300.0,1300.0,887.09,34926.25,29618.7,12146.49,0.0,0.0,0.0,240.0,240.0,231.96,0.0,0.0,0.0,50.0,50.0,5.7,900.0,900.0,1002.39,79.0,79.0,72.42,55.0,55.0,54.92,1324.0,1324.0,1367.39,36250.25,30942.7,13513.88
"VIII","2008-09","SCIENCE,TECHNOLOGY & ENVIRONMENT","4. Forestry & Wildlife",15304.83,11707.0,12474.25,2855.0,3450.0,0.0,3440.0,4650.0,3433.92,3815.4,3190.94,3067.81,31389.75,31389.75,22406.09,755.56,755.56,1310.92,3200.0,3200.0,3129.6,11320.0,11457.0,11635.69,11124.76,11124.78,10541.0,1950.0,1950.0,2338.73,10500.0,10500.0,10470.0,1096.0,1096.21,19372.38,4800.0,4800.0,325.47,27772.66,27772.66,0.0,6438.65,6438.65,10867.0,1320.0,1320.0,1303.68,2800.0,2800.0,2794.36,1135.0,1122.3,1135.0,2331.0,2331.0,2331.0,15481.0,15277.0,14787.19,5357.5,3814.79,3814.79,2800.01,4607.35,4500.58,1600.0,1657.0,1824.0,17192.44,12192.44,16965.25,3945.05,4554.75,4227.83,30074.0,28900.0,28688.49,20264.36,20264.36,14584.52,5390.0,5390.0,5441.99,245452.97,237713.54,213771.54,1694.0,1694.0,2331.67,646.0,646.0,1544.99,425.0,425.0,427.31,60.0,60.0,76.31,340.0,340.0,611.84,40.0,40.0,50.0,142.0,149.0,148.63,3347.0,3354.0,5190.75,248799.97,241067.54,218962.29
"VIII","2008-09","SCIENCE,TECHNOLOGY & ENVIRONMENT","TOTAL - (VIII) ",15601.83,11891.0,12706.57,4004.0,4750.5,262.95,7730.0,8940.0,6502.31,15441.4,7427.44,7302.78,34864.75,34864.75,23894.08,7203.56,7203.56,3931.58,12685.0,12685.0,11362.08,11720.0,11959.0,12237.02,13624.76,13624.78,12166.0,3898.5,3898.5,2956.67,22140.0,22140.0,15488.38,28657.0,27046.74,27046.74,19100.0,19100.0,17374.51,36018.99,36018.99,6236.97,8388.65,8388.65,11326.0,2540.0,3795.41,2514.47,3838.0,3345.0,3337.46,1985.0,1982.9,1736.5,3222.0,3272.0,2753.62,21916.2,21787.0,21251.6,9390.5,5327.89,5327.89,8060.35,5200.93,5075.81,2555.0,2745.75,3191.0,20282.02,15864.18,18103.74,5058.75,5186.25,5048.23,35729.0,30208.0,29989.06,24367.39,24367.39,15685.74,12574.0,12574.0,12785.83,392596.65,365595.61,297595.59,1961.0,1961.0,2464.39,1347.0,1347.0,2439.05,442.0,442.0,440.83,181.0,181.0,139.61,1245.0,1245.0,1619.23,919.0,919.0,880.64,742.0,754.0,743.5,6837.0,6849.0,8727.25,399433.65,372444.61,306322.84
"IX","2008-09","GENERAL ECONOMIC SERVICES","1. Secretariat Economic Services",184315.0,70134.0,74385.24,350.0,868.76,616.2,21975.0,16468.0,7123.66,2934.0,67.96,9.26,4550.0,4550.0,4534.91,190.0,190.0,302.1,166.04,166.04,365.4,233.0,33.0,8.05,350.0,350.0,5.0,84620.25,84620.25,1561.03,12900.0,12900.0,989.4,231.0,230.53,20.0,7939.0,7939.0,15349.44,10601.43,10601.43,9857.31,0.0,0.0,0.0,58460.5,2967.49,56356.24,410.0,370.0,304.63,11091.0,9524.5,517.52,17052.0,5408.35,3563.53,600.0,600.0,392.24,7918.66,8528.93,8528.93,15302.9,162.6,22059.9,1537.0,439.0,679.8,1251.64,835.88,1159.97,5614.61,658.8,669.28,6976.0,45.0,3973.0,600.0,600.0,219.53,269.1,269.1,127.37,458438.13,239528.62,213678.94,224.0,224.0,372.59,1.0,1.0,0.74,1.0,1.0,0.82,1.0,1.0,1.0,157.0,157.0,191.88,6.0,6.0,4.56,35.0,45.0,44.92,425.0,435.0,616.51,458863.13,239963.62,214295.45
"IX","2008-09","GENERAL ECONOMIC SERVICES","2. Tourism",5400.0,2620.0,2513.91,422.0,1146.55,1121.98,1392.0,1392.0,1162.68,2513.02,2513.02,2512.78,4101.0,4101.0,3692.7,3500.0,3500.0,3339.7,10448.0,10448.0,8117.57,970.0,1910.0,1909.87,733.27,733.27,717.0,8942.86,8942.86,11783.31,16000.0,16000.0,12132.64,28780.0,24120.0,10520.0,9754.0,9754.0,8147.37,3850.0,3850.0,4075.16,11807.75,11807.75,18332.0,160.0,160.0,160.0,375.0,375.0,328.03,330.0,327.5,331.68,530.0,791.4,791.4,3340.0,3140.0,4440.0,1529.8,1589.71,1589.71,3093.99,3258.87,3183.21,1850.0,2254.55,3647.0,4085.23,4085.23,3722.65,372.82,543.34,280.91,4201.0,1776.0,1705.17,6280.31,6280.31,7108.23,2450.0,2450.0,2324.8,137212.05,129870.36,119691.46,968.0,968.0,1099.55,210.0,210.0,357.97,162.0,162.0,118.99,400.0,400.0,171.39,1525.0,1525.0,170.21,225.0,225.0,145.58,2078.0,2099.25,2303.95,5568.0,5589.25,4367.64,142780.05,135459.61,124059.1
"IX","2008-09","GENERAL ECONOMIC SERVICES","3. Census, Surveys & Statistics",787.85,673.0,559.5,101.0,101.0,124.33,245.0,245.0,147.29,456.0,145.66,135.52,16.75,16.75,33.59,71.0,71.0,1542.69,251.44,251.44,209.52,17.0,17.0,4.373,0.0,0.0,0.0,319.0,319.0,286.87,0.0,0.0,0.0,20.0,20.0,20.0,67.0,67.0,60.5,18582.0,18582.0,18546.54,375.0,375.0,84.0,75.0,75.0,67.0,220.0,220.0,163.92,150.0,154.0,125.0,285.0,314.0,319.0,218.0,118.0,35.78,13.1,136.8,136.8,98.0,14.15,7.78,220.0,220.0,330.0,108.28,108.28,100.63,30.4,32.33,29.09,200.0,34.0,41.8,177.68,177.68,67.29,33.0,33.0,15.17,23137.5,22521.09,23193.983,53.0,53.0,63.94,1.0,1.0,0.0,2.0,2.0,1.73,9.0,9.0,7.29,1120.0,1120.0,3017.24,5.0,5.0,5.94,19.0,21.0,20.59,1209.0,1211.0,3116.73,24346.5,23732.09,26310.713
"IX","2008-09","GENERAL ECONOMIC SERVICES","4. Civil Supplies",3740.43,22745.0,8895.85,140.0,175.0,130.75,250.0,250.0,237.5,0.0,3050.0,5000.0,15193.96,15193.96,15027.2,2.0,2.0,2.01,3345.0,3345.0,3370.64,0.0,0.0,0.0,10.9,10.9,33.0,0.0,0.0,0.0,5965.0,5965.0,10534.66,0.0,0.0,0.0,431.0,431.0,429.62,0.0,0.0,0.0,0.0,0.0,0.0,6.0,611.0,11.0,125.0,125.0,114.66,320.0,333.6,197.0,228.0,233.0,228.0,95.0,77.0,95.0,325.0,142.01,142.01,750.0,668.0,614.27,330.0,320.0,429.06,6025.45,6025.45,7083.0,27.83,31.5,30.33,0.0,0.0,0.0,601.01,601.01,191.0,750.0,750.0,459.1,38661.58,61085.43,53255.66,330.0,330.0,439.67,79.0,79.0,71.62,2.0,2.0,2.0,6.0,6.0,6.0,385.0,385.0,425.71,172.5,172.5,212.22,996.0,1014.0,1003.59,1970.5,1988.5,2160.81,40632.08,63073.93,55416.47
"IX","2008-09","GENERAL ECONOMIC SERVICES","5. Other General Economic Services :",15.0,15.0,0.0,108470.0,6077.66,5979.87,5988.0,6888.0,6111.86,25359.66,7050.0,251.0,200.0,200.0,0.0,563.0,563.0,63.14,35554.39,35554.39,28680.7,10063.0,10063.0,10062.0,7731.5,7731.5,7930.0,19350.0,19350.0,16581.01,0.0,0.0,0.0,62209.0,39089.07,29299.6,67.0,67.0,46.93,548.4,548.4,114.35,43436.66,43436.66,2814.0,854.0,854.0,854.0,4205.0,1705.0,1120.94,2530.0,2678.8,2678.78,1183.0,1183.0,1223.34,28172.8,31330.8,31979.07,0.0,0.0,0.0,106.02,2267.39,1915.85,32.0,32.0,152.65,28.0,28.0,0.0,20.76,22.254,15.13,166301.0,3500.0,0.0,0.0,0.0,0.0,1862.8,1862.8,367.59,524850.99,222097.724,148241.81,0.0,0.0,0.0,16.0,16.0,0.0,3.0,3.0,1.0,4.0,4.0,3.0,250.0,250.0,148.84,5.0,5.0,3.45,5.0,5.0,5.0,283.0,283.0,161.29,525133.99,222380.724,148403.1
