-----
{
 "description": "This table consists of State wise and year-wise production of crude oil during 2004-05 to 2011-12 in India.", 
 "file_name": "State-wise_Production_of_Crude_Oil_in_India_2004-12.xls", 
 "title": "State-wise Production of Crude Oil in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/State-wise_Production_of_Crude_Oil_in_India_2004-12.xls"
}
-----
"Year","Arunachal Pradesh","T. Nadu/Andhra Pradesh","Assam","Gujarat/Rajasthan","Total"
"2004-05",83.0,617.0,4701.0,6189.0,11590.0
"2005-06",103.0,601.0,4475.0,6251.0,11430.0
"2006-07",108.0,605.0,4400.0,6213.0,11326.0
"2007-08",102.0,577.0,4357.0,6177.0,11213.0
"2008-09",102.0,554.0,4674.0,5946.0,11276.0
"2009-10",131.0,543.0,4740.0,6407.0,11821.0
"2010-11",116.043,538.0,4720.764,11053.898,16428.705
"2011-12*",117.76,552.0,5024.5,12332.26,18026.52
