-----
{
 "description": "Data provides state-wise details on the number of telephones per 100 population from 2000 to 2011.", 
 "file_name": "TELEPHONES_PER_100_POPULATION__STATE-WISE.xls", 
 "title": "Telephones Per 100 Population - State-Wise From 2000 To 2011 ", 
 "url": "http://data.gov.in/sites/default/files/TELEPHONES_PER_100_POPULATION__STATE-WISE.xls"
}
-----
"Circles/States",2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0
"Andaman & Nicobar",6.33756476684,8.44831460674,9.03832827131,10.1494945364,11.5607778904,12.63,17.9671684762,17.3936817921,18.3646188009,21.24,29.96,"(5)"
"Andhra Pradesh",3.13,4.09652968519,4.93176904798,5.66158602059,7.85385229725,9.48,13.4473347434,19.6221487357,28.2483825481,39.59,57.23,74.35
"Assam",1.06,1.32617313612,1.67099047041,1.94463097942,2.13475088468,2.79,5.67491355209,9.74489338659,14.7401174777,20.65,29.99,38.98
"Bihar",0.65,1.14980513761,1.08153874449,1.31816668951,1.66506768107,2.36,5.33899969604,7.32196681893,12.637775836,22.18,37.96,"42.32(1)"
"Chhattisgarh","*","*",1.25360639329,1.46569805847,1.6327802649,1.8,2.09286069295,3.23656779523,4.37806688391,5.15,5.74,"(2)"
"Gujarat",4.26,5.36956883264,6.3670294551,7.76981056197,10.1398666376,12.73,16.9774405089,24.1361618234,33.625775452,45.16,58.46,81.9
"Haryana",3.36,4.24687872763,5.05785942612,6.21022294455,8.38408317608,10.83,14.4719306424,23.1123261747,30.3873876851,43.75,59.7,82.59
"Himachal Pradesh",4.32,5.30918442322,7.47791822529,8.50324969105,10.1389774552,13.12,18.7757744914,28.5673058522,41.157165402,55.5,79.35,111.11
"Jaamu & Kashmir",1.30740070387,1.72309601827,2.15056289778,2.48284034552,3.01083303853,5.09,12.1818604248,16.0794474525,21.8400958289,32.76,49.91,50.9
"Jharkhand","*","*",1.3889953363,1.68497850759,2.00394973749,2.3,2.9909928988,3.42659943589,3.59630669439,4.11,5.54,"NA"
"Karnataka",3.76,4.695,5.57692685786,6.66982480176,9.46174793698,12.19,17.0599392535,25.0525325909,34.5250817744,45.21,67.81,87.76
"Kerala",5.6,7.50925403349,9.50699273827,11.326695378,14.8680331265,18.77,25.5354323389,33.54261728,45.3448273488,58.48,80.36,100.01
"Madhya Pradesh",1.54,1.80550936703,2.48731063993,3.02038146371,3.99376735758,5.21,7.12222584301,12.2236961758,20.2874286323,30.08,45.23,48.88
"Maharashtra",5.4,6.59682336365,5.13545691154,6.08217390429,7.999500639,10.01,13.100276768,18.7805855136,27.4203302966,37.9,50.3,68.97
"North East-I",1.55545295335,1.92352207144,2.41280602766,2.99835801738,3.34695124533,4.33,8.11351764654,16.55844663,27.6717079096,44.49,68.9,56.5
"North East-II","*","*","*",2.35470973144,2.71321757199,3.66,5.21320804309,7.40854690806,9.13763450229,9.21,11.91,"(3)"
"Orissa",1.21,1.52119703507,1.88400819645,2.28781668035,2.95124730854,3.96,7.57139569024,9.50754455777,15.0011036684,23.3,39.3,56.37
"Punjab",5.67,6.95035018825,9.14615440646,11.7628054352,17.3287113453,21.94,27.6139549005,37.0539355509,47.8873311414,58.25,75.44,104.09
"Rajasthan",2.11,2.57125612284,3.01584260026,3.47347568747,4.50113023186,6.12,9.65386772616,15.4931038736,23.7420505362,37.15,52.76,65.35
"Tamil Nadu",4.52,5.91241599091,5.37068694111,6.22256116903,8.53720350842,11.37,14.6977578328,22.5491623758,35.0918879972,50.46,74.31,97.73
"Uttarakhand","*","*",3.64235044146,4.24702875702,5.09918502382,5.74,7.45697537078,9.49889270035,10.6063232321,11.59,13.9,"NA"
"Uttar Pradesh-(E&W)",1.33,1.65514315222,1.85660371026,2.15212231087,2.96088932817,4.06,6.86543947364,10.7694193826,16.1926981046,24.91,38.54,"52.97(4)"
"West Bengal",2.09,2.66931890121,1.51888078871,1.84800663802,2.17815133685,3.0,5.52620244828,8.63174659343,14.3634331619,22.51,34.81,53.43
"Kolkata","*","*",11.7730196105,13.4650084408,18.9170825966,23.79,33.7023653653,45.0918655154,64.2187344417,89.68,120.19,163.76
"Chennai","*","*",19.7167058595,22.9650782346,38.8097581418,46.76,61.0834620382,75.4643658035,103.901735088,127.38,149.42,163.41
"Delhi ",15.4,17.6564596965,22.1070953126,27.3770316005,41.7885855254,50.94,65.4029219285,86.8866597068,110.052407057,140.18,172.49,225.26
"Mumbai","*","*",20.2663501738,24.2222826938,36.0770178339,44.27,56.7330329646,64.988753454,83.4814011727,110.52,143.71,180.45
