-----
{
 "description": "This table provides production of ozone depleting substances (ODS) in india during 2000-2010.", 
 "file_name": "PRODUCTION_OF_OZONE_DEPLETING_SUBSTANCES_IN_INDIA.xls", 
 "title": "Production of Ozone Depleting Substances (ODS) in india ", 
 "url": "http://data.gov.in/sites/default/files/PRODUCTION_OF_OZONE_DEPLETING_SUBSTANCES_IN_INDIA.xls"
}
-----
"ODS",2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,"2010 *"
"CFC-11",5634.0,4514.0,3689.0,2609.0,2429.0,1543.41,785.13,424.8,117.59,"NA",83.5
"CFC-12",14777.0,14164.0,13167.0,12373.0,10611.0,9702.16,6104.7,1869.9,549.638,"NA",234.82
"CFC-113",5.0,14.0,35.0,32.0,30.0,17.96,373.53,72.6,79.1,"NA","NULL"
"CTC #",17509.0,16459.0,18957.0,18239.0,16631.0,17433.28,13877.84,9538.0,12035.68,11248.5,15222.818
"HCFC-22",14061.0,14868.0,14606.0,19216.0,25592.0,24789.24,30386.38,41213.6,45558.15,47657.1,47613.297
"Mythyl Bromide",107.0,85.0,37914.0,"NA","NA","NA","NA","NA","NA","NA","NA"
"Total",52093.0,50104.0,88368.0,52469.0,55293.0,53486.05,51527.58,53118.9,58340.158,58905.7,63154.435
