-----
{
 "description": "This table consists of State-wise and year-wise gross production of natural gas during 2004-05 to 2011-12 in India.", 
 "file_name": "State-wise_Gross_Production_of_Natural_Gas_in_India_2004-12.xls", 
 "title": "State-wise Gross Production of Natural Gas in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/State-wise_Gross_Production_of_Natural_Gas_in_India_2004-12.xls"
}
-----
"Year","Assam","Gujarat","West Bengal (CBM) $","Rajasthan","Tamil Nadu","Andhra Pradesh","Tripura","Arunachal Pradesh","Total"
"2004-05",2248.0,3711.0,0.0,213.0,678.0,1707.0,496.0,40.0,9093.0
"2005-06",2408.0,3831.0,0.0,242.0,906.0,1663.0,480.0,48.0,9578.0
"2006-07",2526.0,3294.0,0.0,242.0,1130.0,1525.0,520.0,35.0,9272.0
"2007-08",2598.0,2931.0,15.0,255.0,1169.0,1567.0,534.0,30.0,9099.0
"2008-09",2573.0,2605.0,20.0,216.0,1242.0,1524.0,553.0,30.0,8763.0
"2009-10",2703.0,2444.0,38.0,239.0,1178.0,1479.0,564.0,40.0,8685.0
"2010-11",2679.849,2261.829,41.363,432.485,1119.183,1384.391,609.978,44.487,8573.565
"2011-12*",2904.541,2172.933,84.19,590.178,1284.764,1363.784,643.904,39.503,9083.797
