-----
{
 "description": "This table consists of company-wise and year-wise production of crude oil during 2004-05 to 2011-12 in India.", 
 "file_name": "Company-wise_Production_of_Crude_Oil_in_India-2004-12.xls", 
 "title": "Company-wise Production of Crude Oil in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/Company-wise_Production_of_Crude_Oil_in_India-2004-12.xls"
}
-----
"Year","ONGC","JVC","Total"
2004.0,18267.0,4271.0,22538.0
2005.0,16652.0,4336.0,20988.0
2006.0,17553.0,4680.0,22233.0
2007.0,18117.0,4812.0,22929.0
2008.0,18040.0,4522.0,22562.0
2009.0,17225.714,4527.701,21753.415
2010.0,17195.0,4370.682,21565.682
"2011*",16473.0,3943.25,20416.25
