-----
{
 "description": "Data provides all India and state-wise details on the number, membership (such as Primary Land Development Banks, Other Banks...", 
 "file_name": "NO._MEMBERSHIP_AND_FINANCIAL_POSITION_OF_STATE_CO-OPERATIVE_AGRI_AND_RURAL_DVP_BANKS.xls", 
 "title": "Number / Membership / Financial Position of State Co-operative Agriculture And Rural Development Banks As On 31st March ", 
 "url": "http://data.gov.in/sites/default/files/NO._MEMBERSHIP_AND_FINANCIAL_POSITION_OF_STATE_CO-OPERATIVE_AGRI_AND_RURAL_DVP_BANKS.xls"
}
-----
"Year","Primary Land development banks - Membership (no.)","Other banks and societies - Membership (no.)","Individuals - Membership (no.)","Capital","Reserves","Deposits","Borrowings from Debentures"," Govt.","Cooperative banks","Others","Total","Total Working Capital","Loans issued during the year"
"2000-01",754.0,4728.0,6896230.0,7515.3,16355.5,4540.9,108482.5,736.2,1394.5,13445.3,124058.5,172807.7,25786.0
"2001-02",770.0,1057.0,5723689.0,6446.8,13121.6,5291.1,136476.2,1192.9,1349.1,5689.6,144707.7,186589.4,25387.6
"2002-03",765.0,1056.0,2149512.0,7297.3,16049.4,5000.7,155531.5,1786.1,985.1,2508.9,160811.6,208434.7,28660.9
"2003-04",775.0,1052.0,1663509.0,7581.168,18334.784,5859.713,162159.876,1784.381,979.048,3077.325,168000.597,221697.031,19121.665
"2004-05",773.0,1050.0,1664676.0,7850.684,21934.978,5759.48,160989.531,2416.768,742.0,4062.9,168215.199,226230.794,27345.632
