-----
{
 "description": "Index of Industrial Production (Base: 2004-05=100) at use-based industry level indices and growth with weights from April 2005 to January 2013, annual average (Apr-Mar) indices and growth over corresponding period of previous year.", 
 "file_name": "table4_04_05.xls", 
 "title": "Monthly Time Series Use-based Indices And Growth (2004-05 Series) ", 
 "url": "http://mospi.nic.in/Mospi_New/upload/iip/table4_04_05.xls"
}
-----
"INDEX OF INDUSTRIAL PRODUCTION","","","","","","",""
"(Base : 2004-05=100)","","","","","","",""
"","","","","","","",""
"Use-based indices","","","","","","",""
"","","","","","","",""
"Period","Basic","Capital","Intermediate","Consumer goods","","","General"
"Month","goods","goods","goods","Total","  Durables","  Non-durables","Index"
"Weight",456.81599363,88.2511992385,156.855807507,298.076999624,84.604235597,213.472764027,1000.0
"Apr'05",100.308106927,85.3384341602,97.9214868411,101.877112793,107.214717308,99.7616956252,99.0838025881
"May'05",103.487374022,99.634073329,102.464350215,103.848769929,119.437285619,97.6706775614,103.090031402
"Jun'05",101.466660373,105.77743938,102.566801154,107.979514455,115.00583913,105.194818099,103.966639601
"Jul'05",100.629957433,106.639251742,106.800032268,101.70267068,111.666649112,97.7537136193,102.442498447
"Aug'05",101.810424762,113.165811019,105.818937183,104.030733855,117.677745858,98.6221046848,104.100372987
"Sep'05",99.9025413067,125.06835184,104.959320654,104.919478508,122.029497954,98.1383787142,104.410779743
"Oct'05",106.81712679,118.361918198,104.724037988,106.23947336,122.920733127,99.6283010267,107.327238927
"Nov'05",105.527141154,111.291980108,99.6075277432,103.925476749,105.692940736,103.224989546,104.636552787
"Dec'05",112.060555356,127.684030243,114.69055993,122.01099857,102.70817761,129.661156751,116.819106795
"Jan'06",114.169181332,125.934579257,113.279285707,125.578999745,118.334866143,128.45001886,118.466357555
"Feb'06",106.961635677,128.184387241,106.895975761,119.023015809,117.493572545,119.629169848,112.425507459
"Mar'06",120.264947475,169.606094783,119.760307524,127.54083196,133.814432734,125.054457642,126.715885346
"Apr'06",108.792801475,113.244524063,106.921312605,108.624463584,128.350117291,100.806726923,108.839553642
"May'06",112.323282906,123.518734393,115.280693847,115.865387612,134.649395789,108.420847038,114.827416549
"Jun'06",109.712255623,131.276069472,115.316301103,115.473664388,126.962474761,110.920380862,114.212570061
"Jul'06",111.553676023,132.080604978,118.372766127,122.184385316,147.934138506,111.979157519,117.604369496
"Aug'06",108.022395144,136.797494215,116.264631071,116.117128578,136.406647176,108.075919109,114.265490038
"Sep'06",109.662820092,150.07375583,118.508413572,121.640188649,146.98173953,111.596740948,118.177320781
"Oct'06",115.566398052,133.346850782,116.218553055,117.011682175,151.419647411,103.375002992,117.67921276
"Nov'06",115.492606437,154.698816241,120.388775042,135.021091601,159.484566298,125.325645972,125.536846869
"Dec'06",122.730916272,163.307250652,126.843763325,142.233172263,137.790037761,143.994090102,132.769627774
"Jan'07",124.936819532,157.59267849,123.7924313,149.147355253,158.25521716,145.53769714,134.856416298
"Feb'07",116.388569142,154.021087815,116.666871693,143.439595286,150.273015686,140.731351393,127.81469151
"Mar'07",131.777979228,197.421035181,131.451743194,156.487089298,168.729378526,151.635184528,144.873886074
"Apr'07",121.210970279,132.914607229,119.562664889,142.049664057,160.325706187,134.806442275,128.202080034
"May'07",125.237223783,191.885991374,126.999886713,143.553296601,181.17225182,128.644027193,136.858717441
"Jun'07",122.067979144,210.524331291,125.329975033,143.378723676,184.716319044,126.99567044,136.740813607
"Jul'07",120.260304581,209.391019424,127.150247723,145.225457288,184.87627996,129.510911415,136.645877324
"Aug'07",122.020003756,201.36804657,128.139136517,137.482658295,181.28473565,120.122873364,134.59977554
"Sep'07",119.102097291,221.992390449,124.56472652,135.693286286,178.923359452,118.560199957,133.982435034
"Oct'07",126.866412909,220.199970194,127.314204879,145.435978272,211.036242756,119.437063343,140.721303364
"Nov'07",124.007183479,219.172134808,122.578042751,143.308042967,197.934457669,121.658320669,137.924170767
"Dec'07",131.036605156,236.57693619,131.720091761,165.490747231,200.805495301,151.494688861,150.731532306
"Jan'08",132.169521784,234.436839421,130.84209617,170.844789851,211.991696121,154.537311153,152.519992933
"Feb'08",128.014690705,228.98323603,129.984899243,168.546061135,214.066313864,150.505323228,149.319553543
"Mar'08",138.895283773,286.784806485,136.133529257,173.695986916,218.593660215,155.901991758,161.884548679
"Apr'08",125.647311845,213.584892598,125.361972765,155.733484438,212.233987832,133.341017079,142.329627149
"May'08",128.905289159,224.169670304,130.585749414,159.693761414,232.359544067,130.894616833,146.74515463
"Jun'08",121.701918915,294.07728405,131.623552395,154.955083033,226.123228759,126.749486898,148.375702575
"Jul'08",125.507643698,241.484963983,133.951779796,149.787683945,215.864867279,123.599754952,144.297639844
"Aug'08",125.949592659,242.805873475,126.785005892,144.345042554,221.900416425,113.608038924,141.865663487
"Sep'08",126.14464544,293.911936709,127.089567434,151.255140044,234.845929795,118.126160326,148.586613718
"Oct'08",128.648585758,264.74500812,125.482605744,148.78311387,235.973225787,114.227638823,146.171828678
"Nov'08",123.963982451,233.753468319,123.979347749,144.088165885,192.723051927,124.813026147,139.652247236
"Dec'08",130.149943282,248.934243447,125.062168461,158.524623732,179.621412143,150.163474407,148.284004291
"Jan'09",131.39939297,219.125028076,122.47022558,153.649102273,175.50457611,144.987268216,144.370863785
"Feb'09",127.486391536,180.326402348,122.821851805,151.25956203,208.185803668,128.698364675,138.505723416
"Mar'09",141.356082281,230.521011267,135.664552285,158.793830886,249.041161019,123.026708952,153.534029972
"Apr'09",127.049532398,183.271909785,124.270324882,153.93216826,231.992107108,122.995193761,139.59050102
"May'09",130.982916013,202.148051583,128.47633353,155.798477865,234.493973142,124.609617528,144.272331822
"Jun'09",130.478359307,226.015075114,130.731647957,153.265494092,228.725835453,123.358800712,145.741662616
"Jul'09",129.809160699,204.600128261,134.827952757,161.762934981,243.438991872,129.392808555,146.719163653
"Aug'09",131.753122634,240.438632696,136.12399292,156.547620344,243.698602981,122.007653145,149.42250184
"Sep'09",128.694157008,286.148931561,135.497883756,153.389048381,247.898176349,115.93287656,151.008993393
"Oct'09",132.521647108,253.268139148,133.056502765,153.933179223,253.142228166,114.614319094,149.648090029
"Nov'09",131.540825352,214.77364818,133.876799385,162.570408372,251.588683771,127.290389497,148.498483167
"Dec'09",137.70954792,260.977159841,140.625347145,182.42528056,263.063560124,150.466449496,162.377855614
"Jan'10",142.878590116,250.419163486,139.850919708,182.249665674,276.239907048,144.999140712,163.619071725
"Feb'10",134.634070871,251.395094275,135.52706067,176.380303454,268.331004023,139.938096086,157.518473663
"Mar'10",151.747727669,342.55212916,150.544583867,178.84113651,281.312166312,138.229477281,176.474291415
"Apr'10",135.514019165,248.291887312,139.040530363,175.208302082,285.998357893,131.299618806,157.846469465
"May'10",139.007853489,234.088058299,143.520969484,167.266869211,268.93181649,126.974679288,156.543552818
"Jun'10",135.361311713,234.426589958,141.880348255,173.709276971,277.328451077,132.642581374,156.554295073
