"Jul'10",135.6,287.9,146.3,171.1,279.4,128.2,161.3
"Aug'10",136.8,251.6,144.1,163.7,263.5,124.2,156.1
"Sep'10",133.2,306.8,141.7,168.2,283.1,122.7,160.3
"Oct'10",145.5,306.6,146.0,168.3,289.2,120.4,166.6
"Nov'10",139.0,269.9,139.6,163.7,269.8,121.7,158.0
"Dec'10",148.5,313.6,152.0,188.9,283.5,151.4,175.6
"Jan'11",153.9,263.8,150.2,197.3,310.8,152.3,175.9
"Feb'11",142.1,237.0,144.0,200.0,317.2,153.5,168.0
"Mar'11",161.5,392.2,155.1,202.5,323.3,154.7,193.1
"Apr'11",145.2,264.8,144.4,180.8,290.5,137.3,166.2
"May'11",149.4,248.6,143.7,179.3,282.6,138.4,166.2
"Jun'11",145.9,325.2,144.1,179.1,281.7,138.4,171.4
"Jul'11",149.1,248.5,146.2,182.0,304.6,133.5,167.2
"Aug'11",144.7,261.6,142.6,167.2,278.0,123.3,161.4
"Sep'11",140.2,286.8,139.7,177.8,308.4,126.0,164.3
"Oct'11",147.3,225.4,133.8,168.4,288.1,121.0,158.4
"Nov'11",148.0,257.3,141.4,184.7,297.8,139.9,167.6
"Dec'11",156.6,263.5,149.7,208.0,298.0,172.3,180.3
"Jan'12",156.9,256.8,146.5,202.2,287.4,168.4,177.6
"Feb'12",152.9,261.8,145.4,199.2,297.5,160.2,175.1
"Mar'12",163.3,313.2,155.1,204.7,327.1,156.2,187.6
"Apr'12",148.0,207.9,141.8,187.5,306.2,140.5,164.1
"May'12",155.9,227.3,148.6,187.1,310.1,138.3,170.4
"Jun'12",151.2,235.0,145.4,185.8,307.2,137.7,168.0
"Jul'12",150.6,234.0,146.3,183.3,307.0,134.3,167.0
"Aug'12",149.0,250.0,146.4,173.3,280.7,130.7,164.7
"Sept'12",144.0,248.7,142.1,177.8,303.9,127.8,163.0
"Oct'12",153.7,241.1,146.7,191.7,336.2,134.5,171.6
"Nov'12",150.2,235.5,139.1,184.2,301.7,137.7,166.1
"Dec'12",159.4,262.0,150.7,200.6,273.6,171.6,179.4
"Jan'13",162.3,252.1,149.4,207.9,284.8,177.4,181.8
"","","","","","","",""
"","","","","","","",""
"Note:  For Jan'13 the indices are quick estimates.","","","","","","",""
"","","","","","","",""
"Annual Average (Apr-Mar) Indices","","","","","","",""
"2005-06",106.117137717,118.057195942,106.624051914,110.723089701,116.16637149,108.565790165,108.623731136
"2006-07",115.580043327,145.614908509,118.835521328,128.603767,145.603031325,121.866562044,122.621450154
"2007-08",125.907356387,216.185859122,127.526625121,151.225391048,193.81054317,134.347901971,141.677566714
"2008-09",128.071731666,240.619981891,127.573198277,152.572382842,215.364767068,127.686296353,145.226591565
"2009-10",134.149971425,243.000671924,135.284112445,164.257976476,251.993769696,129.486235202,152.90761833
"2010-11",142.165265364,278.850544631,145.286820675,178.323704022,287.671552122,135.001406622,165.487026446
"2011-12",149.958333333,267.791666667,144.383333333,186.116666667,295.141666667,142.908333333,170.258333333
"","","","","","","",""
"Growth over corresponding period of previous year","","","","","","",""
"2005-06",6.11713771724,18.0571959418,6.62405191405,10.7230897011,16.1663714896,8.5657901648,8.6237311365
"2006-07",8.9,23.3,11.5,16.1,25.3,12.3,12.9
"2007-08",8.9,48.5,7.3,17.6,33.1,10.2,15.5
"2008-09",1.7,11.3,0.0,0.9,11.1,-5.0,2.5
"2009-10",4.7,1.0,6.0,7.7,17.0,1.4,5.3
"2010-11",6.0,14.8,7.4,8.6,14.2,4.3,8.2
"2011-12",5.5,-4.0,-0.6,4.4,2.6,5.9,2.9
