-----
{
 "description": "This table consists of State wise and year-wise production of crude oil during 2004-05 to 2011-12 in India.", 
 "file_name": "State-wise_Production_of_Crude_Oil_in_India_2004-12.xls", 
 "title": "State-wise Production of Crude Oil in India: 2004-12 ", 
 "url": "http://data.gov.in/sites/default/files/State-wise_Production_of_Crude_Oil_in_India_2004-12.xls"
}
-----
"Year","Arunachal Pradesh","T. Nadu/Andhra Pradesh","Assam","Gujarat/Rajasthan","Total"
2004.0,82.0,617.0,4679.0,6166.0,11544.0
2005.0,97.0,609.0,4565.0,6199.0,11470.0
2006.0,110.0,606.0,4413.0,6280.0,11409.0
2007.0,105.0,582.0,4287.0,6168.0,11142.0
2008.0,96.0,568.0,4686.0,6069.0,11419.0
2009.0,127.0,546.0,4697.0,6105.0,11475.0
2010.0,121.515,525.0,4660.878,9812.267,15119.66
"2011*",117.1,558.0,5004.33,12144.43,17823.86
