"As on","Wind Power","Small Hydro Power","Cogeneration-bagasse","Waste to Energy","Total"
"31.03.2009",48561.0,14291.0,19500.0,3836.0,86188.0
"31.03.2010",48561.0,15385.0,22536.0,3831.0,90313.0
"31.03.2011",49130.0,15385.0,17538.0,5000.0,89760.0
