"Degree/Year",1947.0,1950.0,1954.0,1956.0,1958.0,1960.0,1964.0,1966.0,1968.0,1970.0,1974.0,1975.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1995.0,2003.0
"B.Sc.(Science)",5996.0,9628.0,14427.0,16139.0,18925.0,22706.0,34085.0,42463.0,59651.0,83654.0,123822.0,95395.0,115085.0,120006.0,122579.0,129940.0,129981.0,134366.0,139257.0,334865.0
"M.Sc.(Science)",905.0,1425.0,2911.0,3255.0,3841.0,5382.0,8906.0,10106.0,12822.0,16742.0,17633.0,17557.0,20691.0,19377.0,20300.0,23669.0,24301.0,24591.0,23807.0,75459.0
"Ph.D.(Science)","NA","NA",164.0,210.0,216.0,361.0,537.0,776.0,1101.0,1212.0,1515.0,1484.0,2977.0,2838.0,2814.0,3038.0,3038.0,3044.0,3155.0,4740.0
"BE/B.Sc. (Engg.)",270.0,2198.0,3207.0,4558.0,4841.0,6031.0,9892.0,14099.0,17170.0,19204.0,15043.0,15316.0,21963.0,22998.0,25272.0,28345.0,27894.0,28927.0,32250.0,127499.0
"ME./M.Tech(Engg)",30.0,100.0,147.0,331.0,457.0,764.0,620.0,943.0,1347.0,1733.0,1984.0,2068.0,2681.0,3228.0,3806.0,4465.0,4306.0,4560.0,3667.0,12249.0
"Ph.D.(Engg.)","NA","NA",19.0,23.0,27.0,38.0,47.0,94.0,181.0,247.0,266.0,445.0,464.0,559.0,603.0,675.0,573.0,560.0,546.0,779.0
"MBBS",959.0,1557.0,2582.0,2732.0,2839.0,3387.0,4452.0,6558.0,8916.0,9562.0,10578.0,10144.0,15818.0,16370.0,16105.0,17538.0,18038.0,17968.0,19613.0,31697.0
"MD/MS","NA",88.0,110.0,171.0,281.0,397.0,771.0,1049.0,1254.0,1266.0,2081.0,2204.0,4888.0,5017.0,5319.0,5228.0,5802.0,5945.0,4634.0,7071.0
"B.Sc.(Agr.)",535.0,1000.0,910.0,886.0,994.0,1700.0,4099.0,5259.0,6239.0,5909.0,4505.0,3966.0,8116.0,8257.0,7414.0,7810.0,7757.0,8301.0,5752.0,9109.0
"M.Sc.(Agr.)",79.0,154.0,208.0,214.0,313.0,488.0,823.0,1191.0,1372.0,1670.0,1419.0,1511.0,2785.0,3119.0,2767.0,2827.0,2752.0,2876.0,2284.0,4416.0
"Ph.D.(Agr.)","NA","NA",4.0,11.0,8.0,11.0,19.0,94.0,120.0,217.0,287.0,289.0,678.0,782.0,684.0,832.0,832.0,792.0,827.0,1195.0
"Total",8774.0,16150.0,24689.0,28530.0,32742.0,41265.0,64251.0,82632.0,110173.0,141406.0,179133.0,150379.0,196146.0,202551.0,207663.0,224367.0,225274.0,231930.0,235792.0,609079.0
