"Year","Geographical Area in Sq. Km.","Tree Cover Area in Sq. Km.","%  Tree Cover to Geographical Area"
2011.0,3287263.0,90844.0,2.76
2009.0,3287263.0,92769.0,2.82
2005.0,3287263.0,91663.0,2.79
2003.0,3287263.0,99896.0,3.04
2001.0,3287263.0,81472.0,2.48
