"Biogas Plants
(Nos.)","Water Pumping Wind Mills
(Nos.)","Solar Photovoltaic Pumps (Nos.)","Solar Photovoltaic SLS (Nos.)","Solar Photovoltaic HLS (Nos.)","Solar Photovoltaic SL (Nos.)","Solar Photovoltaic PP (KWP)","Aerogen. Hybrid System
(KW)","Solar Cooker
(Nos.)","Biomass Gasifiers
(Nos.)","Waste to Energy
(MW)","Remote Village Electrification Villages (Nos.)","Remote Village Electrification Hamlets
(Nos.)"
4127008.0,1348.0,7148.0,61321.0,363399.0,564931.0,2179.8,848.85,636799.0,12427.0,20.21,4254.0,1156.0
4253624.0,1352.0,7334.0,797344.0,603307.0,119634.0,2922.0,1072.65,663501.0,121236.0,46.6,5348.0,1408.0
4198233.0,1352.0,7373.0,204523.0,748676.0,731202.0,9143.0,1072.65,663501.0,138053.0,70.54,6975.0,1871.0
