"Year","T. Nadu/Andhra Pradesh","Bombay High","Total"
2004.0,4271.0,18267.0,22538.0
2005.0,4336.0,16652.0,20988.0
2006.0,4680.0,17553.0,22233.0
2007.0,4812.0,18117.0,22929.0
2008.0,4522.0,18040.0,22562.0
2009.0,4528.0,17225.0,21753.0
2010.0,4370.682,17195.0,21565.682
"2011*",3943.25,16473.0,20416.25
