"Year","Eastern Offshore","Bombay High/Western Offshore","Total"
2004.0,1041.0,21750.0,22791.0
2005.0,1008.0,21492.0,22500.0
2006.0,878.0,21444.0,22322.0
2007.0,892.0,22430.0,23322.0
2008.0,897.28,23252.221,24149.501
2009.0,10144.0,22861.0,33005.0
2010.0,22411.831,22383.899,44795.73
"2011*",17783.9,22022.589,39806.489
