"Year","Eastern Offshore","Bombay High/Western Offshore","Total"
"2004-05",1062.0,21608.0,22670.0
"2005-06",980.0,21644.0,22624.0
"2006-07",857.0,21618.0,22475.0
"2007-08",892.0,22426.0,23318.0
"2008-09",866.0,23216.0,24082.0
"2009-10",15787.0,23024.0,38811.0
"2010-11",21421.832,22223.258,43645.09
"2011-12*",16398.042,22076.801,38474.843
