"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"I","2009-10","AGRICULTURE & ALLIED ACTIVITIES","11. Cooperation",5155.7,5155.7,2448.98,300.0,301.59,302.0,1672.0,1672.0,1625.99,12917.0,17017.0,15782.83,14011.81,14011.81,10500.13,1235.0,1235.0,991.85,5518.0,5518.0,5343.76,2000.0,12700.0,7991.99,173.0,159.28,125.0,1550.0,1550.0,874.93,5000.0,5000.0,3801.0,17140.0,21435.0,21435.37,2000.0,2000.0,3205.27,6839.0,6839.0,6796.93,1948.0,1948.0,655.0,"",220.0,220.0,480.0,600.0,613.87,700.0,700.0,653.81,543.0,543.0,543.0,5746.0,5776.0,5380.79,1015.0,500.0,2970.0,894.06,25700.0,26266.57,397.75,597.75,607.72,35230.19,41230.0,36943.0,567.0,595.79,1525.4,5786.0,5804.0,7368.29,2897.4,2897.4,2860.3,8814.14,6612.14,6877.02,140530.05,188318.46,174710.8,200.0,200.0,228.54,10.0,10.0,10.0,3.0,3.0,3.0,18.0,18.0,8.21,0.0,0.0,0.0,908.0,908.0,1186.52,2958.0,1362.2,1360.15,4097.0,2501.2,2796.42,144627.05,190819.66,177507.22
"I","2009-10","AGRICULTURE & ALLIED ACTIVITIES","12. Other Agricultural Programmes : (a) Agiculture marketing",0.0,0.0,0.0,100.0,45.29,45.0,155.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.08,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1687.0,1090.0,1090.0,984.96,0.0,0.0,228.0,0.0,200.0,200.0,0.0,0.0,483.43,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,100.0,120.0,144.7,0.0,0.0,315.0,0.0,0.0,1446.0,311.0,311.0,311.0,0.0,0.0,0.0,17000.0,15770.0,0.0,57.0,57.0,59.65,0.0,0.0,0.0,297.0,333.0,385.46,50000.0,50000.0,146638.0,0.0,0.0,0.0,0.0,0.0,0.0,69124.15,67940.44,153092.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.7,299.7,299.7,234.7,299.7,299.7,69358.85,68240.14,153391.98
"I","2009-10","AGRICULTURE & ALLIED ACTIVITIES","12. Other Agricultural Programmes : (b) Others",0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,2682.91,20500.0,20500.0,30085.47,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,1690.92,0.0,4645.0,4645.0,2945.21,12220.0,12220.0,6935.0,1120.0,0.0,0.0,0.0,0.0,17246.54,853.0,853.0,0.0,0.0,0.0,0.0,0.0,586.0,676.0,2468.0,2468.0,2468.0,280.0,280.0,0.0,3756.0,3858.0,2632.11,12018.0,12167.0,12166.95,0.0,0.0,0.0,0.0,0.0,11831.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5937.0,6143.81,7010.67,65056.25,65411.98,96680.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,65056.25,65411.98,97152.82
"I","2009-10","AGRICULTURE & ALLIED ACTIVITIES","Total - (I) ",118218.82,118218.82,153162.84,9100.0,8076.77,8078.0,43984.0,43884.0,41022.89,65935.0,69214.57,62766.22,78933.31,78933.31,82336.25,6092.12,6092.12,6167.91,174586.0,174586.0,175735.16,28523.0,42479.0,36684.5,18232.0,23048.29,24380.0,22411.44,22411.44,16381.08,35700.0,35700.0,25157.0,192321.0,169160.0,169160.63,41432.0,41432.0,48136.9,94174.55,94174.55,96268.17,220169.0,220169.0,189245.0,3132.0,4337.0,4381.45,16053.0,15023.0,14006.07,15127.0,15127.0,5746.74,10740.0,11043.25,11149.13,35962.5,40568.79,37805.2,25307.6,20993.62,13944.04,60077.42,88994.64,82845.23,4126.52,5727.49,5586.35,133414.47,148220.0,155292.0,15139.2,13779.43,12661.65,241201.0,180393.0,267173.46,28014.57,28014.57,24492.11,54041.79,64946.49,60232.1,1792149.31,1784748.15,1829998.08,4073.0,4073.0,3262.19,56.0,56.0,51.93,435.0,435.0,450.31,505.0,505.0,466.1,0.0,0.0,472.0,3163.0,3163.0,3199.56,13991.3,10743.21,10444.17,22223.3,18975.21,18346.26,1814372.61,1803723.36,1848344.34
"II","2009-10","RURAL DEVELOPMENT","1. Special Programme for Rural Development ",21194.58,21194.58,0.0,384.0,64.61,239.0,71897.0,71762.0,1586.73,1075.0,1075.0,577.59,1549.83,1549.83,1151.98,534.5,534.5,558.63,11656.7,11656.7,10394.22,5954.0,6152.0,0.0,1573.0,1301.94,1944.0,1671.51,1671.51,1173.0,703.0,703.0,461.0,46054.0,115074.0,41081.23,12549.0,12549.0,333.37,15033.55,15033.55,19948.4,41287.0,41287.0,5436.0,310.0,241.08,279.12,4200.0,3870.0,166.08,2480.0,2480.0,279.21,0.0,0.0,66.154,4338.0,2636.03,1644.74,2340.0,2512.61,1851.47,5955.1,7890.12,7287.68,123.4,123.4,222.64,101246.65,130507.0,136184.0,40.0,35.0,7.53,4475.0,4194.0,3611.47,0.0,0.0,0.0,1160.0,1275.0,904.66,359784.82,457373.46,237389.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,359789.82,457378.46,237394.904
"II","2009-10","RURAL DEVELOPMENT","2. Rural Employment: (a) Swaranjyanti Gram Swarozgar Yojana (SGSY)",0.0,0.0,0.0,70.0,204.49,30.0,0.0,0.0,2476.11,6500.0,10300.0,9887.31,1914.0,1914.0,2393.46,86.01,86.01,63.41,1772.98,1772.98,2022.74,900.0,900.0,0.0,217.0,358.59,0.0,531.36,531.36,405.32,3492.0,3492.0,1140.0,0.0,0.0,2468.15,0.0,0.0,1006.73,5100.0,5100.0,4363.62,0.0,0.0,0.0,170.0,141.01,170.0,200.0,200.0,72.0,0.0,0.0,0.0,0.0,0.0,84.42,1566.0,4616.0,4260.99,0.0,0.0,0.0,1200.0,0.0,2403.65,94.12,94.12,94.12,0.0,0.0,0.0,565.05,1305.4,203.42,13924.0,13924.0,14018.3,0.0,0.0,0.0,7270.0,7270.0,5087.29,45572.52,52209.96,52651.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45572.52,52209.96,52651.04
"II","2009-10","RURAL DEVELOPMENT","2. Rural Employment: (b) Sampoorna Gram  Rozgar Yojana (SGRY)",0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,7912.72,0.0,0.0,26175.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5233.67,0.0,3200.3,3200.3,5906.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3200.3,8433.97,44397.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.3,8433.97,44397.74
"II","2009-10","RURAL DEVELOPMENT","2. Rural Employment: (c)  National Food for Work Programme/NEGP",0.0,0.0,0.0,250.0,500.0,0.0,0.0,0.0,0.0,0.0,26200.0,0.0,25622.9,25622.9,9469.18,0.0,0.0,311.67,8100.0,8100.0,7442.93,2846.0,2846.0,0.0,5351.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,0.0,0.0,0.0,20474.91,0.0,0.0,4703.9,49710.41,49710.41,34863.33,51898.0,51898.0,34683.0,0.0,0.0,1900.0,750.0,1500.0,1757.31,0.0,0.0,965.08,0.0,0.0,0.0,10000.0,10000.0,5040.15,0.0,0.0,0.0,40000.0,40000.0,39525.6,221.29,221.29,221.29,0.0,0.0,0.0,6500.0,0.0,0.0,30000.0,55000.0,55000.0,0.0,0.0,0.0,13050.0,16050.0,32153.57,259299.6,302648.6,248511.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,259349.6,302648.6,248511.92
"II","2009-10","RURAL DEVELOPMENT","2. Rural Employment: (d) Others (To be specified)",0.0,0.0,248018.82,0.0,0.0,"",0.0,0.0,8823.96,30000.0,"",0.0,0.0,0.0,0.0,205.0,205.0,0.0,6500.0,6500.0,4619.72,0.0,0.0,10566.08,1853.0,1755.32,6686.0,0.0,0.0,0.0,6261.0,6261.0,21194.0,20943.0,0.0,2000.0,6930.0,6930.0,2445.38,25553.0,25553.0,800.0,15402.0,15402.0,9939.0,3550.0,0.0,0.0,700.0,700.0,420.37,150.0,150.0,139.62,0.0,4654.9,1554.0,0.0,0.0,0.0,3600.0,5354.17,3696.46,5460.0,5460.0,15929.13,87.54,87.54,0.0,0.0,0.0,0.0,5.45,4270.71,4.8,2020.0,1990.0,1989.92,30258.41,30258.41,19498.17,5200.0,10312.0,5317.9,164678.4,125844.05,363643.33,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14486.21,0.0,0.0,0.0,25.0,25.0,0.0,33.0,33.0,14486.21,164711.4,125877.05,378129.54
"II","2009-10","RURAL DEVELOPMENT","2. Rural Employment: Sub-Total",0.0,0.0,248018.82,320.0,704.49,530.0,0.0,0.0,19212.79,36500.0,36500.0,36062.78,27536.9,27536.9,11862.64,291.01,291.01,375.08,16372.98,16372.98,14085.39,3746.0,3746.0,10566.08,7421.0,7347.58,6686.0,3731.66,3731.66,6311.67,24753.0,24753.0,22334.0,20943.0,0.0,24943.06,6930.0,6930.0,8156.01,80363.41,80363.41,40026.95,67300.0,67300.0,44622.0,3720.0,141.01,2070.0,1650.0,2400.0,2249.68,150.0,150.0,1154.7,0.0,4654.9,1638.42,11566.0,14616.0,9301.14,3600.0,5354.17,3696.46,46660.0,45460.0,57858.38,402.95,402.95,315.41,0.0,0.0,0.0,7070.5,5576.11,4011.42,45944.0,70914.0,71008.22,30258.41,30258.41,19498.17,25520.0,33632.0,42608.76,472750.82,489136.58,709204.03,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14486.21,0.0,0.0,0.0,75.0,25.0,0.0,83.0,33.0,14486.21,472833.82,489169.58,723690.24
"II","2009-10","RURAL DEVELOPMENT","3. Land Reforms",755.0,755.0,642.32,125.0,356.3,356.0,373.0,1373.0,1289.13,10958.81,11285.81,10617.41,912.07,912.07,227.59,457.0,457.0,455.26,13556.0,13556.0,1254.24,75.0,1.0,0.0,528.0,1129.24,1153.0,700.0,700.0,611.52,1500.0,1500.0,1464.0,161.0,23161.0,161.1,800.0,800.0,677.1,5092.01,5092.01,5062.07,3813.0,3813.0,0.0,50.0,67.0,67.0,150.0,300.0,320.53,480.0,480.0,379.33,300.0,358.97,365.97,10100.0,10300.0,6721.7,0.0,0.0,0.0,449.72,175.0,178.49,7508.66,249.66,13326.0,0.0,0.0,0.0,134.4,197.0,197.82,1240.0,500.0,24.76,0.0,0.0,0.0,3141.0,2355.75,1133.08,63359.67,79874.81,46685.42,377.0,377.0,471.95,0.0,0.0,0.0,6.0,6.0,6.8,34.0,34.0,37.66,0.0,0.0,0.0,0.0,0.0,0.0,70.0,52.0,45.4,487.0,469.0,561.81,63846.67,80343.81,47247.23
"II","2009-10","RURAL DEVELOPMENT","4. Other Rural Development Programmes: (a) Community Development & Panchayts",6512.0,6512.0,9634.19,920.0,1633.11,1633.0,12548.0,12520.0,12500.0,16954.0,15434.0,14779.24,24262.0,24262.0,12342.1,3724.85,3724.85,3263.1,31598.0,31598.0,32237.6,56000.0,24890.0,48655.82,4780.0,5024.98,4972.0,2000.0,2000.0,1983.43,1500.0,1500.0,1348.0,0.0,0.0,0.0,15773.0,15773.0,15989.84,109782.18,109782.18,42987.39,94.0,94.0,28336.0,150.0,0.0,150.0,0.0,1610.0,1609.39,0.0,0.0,0.0,2929.0,3152.0,2785.0,71.7,13.7,71.42,0.0,0.0,0.0,41615.1,73829.0,74646.08,7789.94,8473.94,3102.68,51120.46,53487.0,54043.0,5464.12,5329.22,6368.45,124266.0,124266.0,186773.81,6859.58,6859.58,0.0,0.0,0.0,0.0,526713.93,531768.56,560211.54,4400.0,4400.0,4475.79,25.0,25.0,125.0,412.0,412.0,416.92,955.0,955.0,959.75,16310.0,16310.0,1651.35,262.0,262.0,0.0,6251.0,3650.55,3645.16,28615.0,26014.55,11273.97,555328.93,557783.11,571485.51
"II","2009-10","RURAL DEVELOPMENT","4. Other Rural Development Programmes: (b) Other Programmes of Rural Development",263942.43,263942.43,50480.14,596.0,1393.0,1393.0,0.0,0.0,5100.0,33500.0,33500.0,31533.82,3363.85,3363.85,4009.64,514.0,514.0,0.0,11500.0,11500.0,42.0,0.0,24610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70344.0,70344.0,81895.0,52051.0,39013.0,37940.33,0.0,0.0,7065.33,393.0,393.0,9836.0,0.0,0.0,0.0,0.0,5050.0,3050.0,870.0,70.0,6326.78,1770.0,1770.0,1315.09,150.0,150.0,7080.76,0.0,58.0,0.0,61621.2,63001.0,54152.13,839.1,400.03,828.4,0.0,0.0,6131.1,0.0,0.0,0.0,2644.0,1556.5,0.0,83208.0,66900.0,66355.0,0.0,0.0,0.0,49862.0,64877.0,49143.92,637168.58,652405.81,423678.44,127.0,127.0,268.0,10.0,10.0,10.0,107.0,107.0,106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.4,494.72,420.0,417.51,738.72,664.0,1059.11,637907.3,653069.81,424737.55
"II","2009-10","RURAL DEVELOPMENT","4. Other Rural Development Programmes: Sub-Total",270454.43,270454.43,60114.33,1516.0,3026.11,3026.0,12548.0,12520.0,17600.0,50454.0,48934.0,46313.06,27625.85,27625.85,16351.74,4238.85,4238.85,3263.1,43098.0,43098.0,32279.6,56000.0,49500.0,48655.82,4780.0,5024.98,4972.0,2000.0,2000.0,1983.43,71844.0,71844.0,83243.0,52051.0,39013.0,37940.33,15773.0,15773.0,23055.17,110175.18,110175.18,52823.39,94.0,94.0,28336.0,150.0,5050.0,3200.0,870.0,1680.0,7936.17,1770.0,1770.0,1315.09,3079.0,3302.0,9865.76,71.7,71.7,71.42,61621.2,63001.0,54152.13,42454.2,74229.03,75474.48,7789.94,8473.94,9233.78,51120.46,53487.0,54043.0,8108.12,6885.72,6368.45,207474.0,191166.0,253128.81,6859.58,6859.58,0.0,49862.0,64877.0,49143.92,1163882.51,1184174.37,983889.98,4527.0,4527.0,4743.79,35.0,35.0,135.0,519.0,519.0,523.12,955.0,955.0,959.75,16310.0,16310.0,1651.35,262.0,262.0,257.4,6745.72,4070.55,4062.67,29353.72,26678.55,12333.08,1193236.23,1210852.92,996223.06
"II","2009-10","RURAL DEVELOPMENT","TOTAL - II",292404.01,292404.01,308775.47,2345.0,4151.51,4151.0,84818.0,85655.0,39688.65,98987.81,97794.81,93570.84,57624.65,57624.65,29593.95,5521.36,5521.36,4652.07,84683.68,84683.68,58013.45,65775.0,59399.0,59221.9,14302.0,14803.74,14755.0,8103.17,8103.17,10079.62,98800.0,98800.0,107502.0,119209.0,177248.0,104125.72,36052.0,36052.0,32221.65,210664.15,210664.15,117860.81,112494.0,112494.0,78394.0,4230.0,5499.09,5616.12,6870.0,8250.0,10672.46,4880.0,4880.0,3128.33,3379.0,8315.87,11936.304,26075.7,27623.73,17739.0,67561.2,70867.78,59700.06,95519.02,127754.15,140799.03,15824.95,9165.95,23097.83,152367.11,183994.0,190227.0,15353.02,12693.83,10585.22,259133.0,266774.0,327773.26,37117.99,37117.99,19498.17,79683.0,102139.75,93790.42,2059777.82,2210559.22,1977169.334,4904.0,4904.0,5215.74,35.0,35.0,135.0,533.0,533.0,529.92,989.0,989.0,997.41,16310.0,16310.0,16137.56,262.0,262.0,257.4,6895.72,4152.55,4113.07,29928.72,27185.55,27386.1,2089706.54,2237744.77,2004555.434
"III","2009-10","SPECIAL AREAS PROGRAMMES"," SPECIAL AREAS PROGRAMMES",2500.0,2500.0,5785.78,10644.0,11581.15,11581.0,97487.0,93240.0,98948.36,75991.0,77077.0,66907.32,37731.4,37731.4,30616.7,635.5,635.5,812.21,11612.0,11612.0,12931.0,3000.0,3000.0,2669.63,1647.0,1657.0,1297.0,34374.77,34374.77,38792.74,38886.0,38886.0,22672.0,28607.0,14498.0,64119.1,0.0,0.0,5496.88,71002.0,71002.0,30934.86,38437.0,38437.0,16431.0,6328.0,6629.37,6726.66,5828.0,5828.0,2077.93,7125.0,7125.0,6005.83,13009.0,9913.8,11355.8,101684.0,103684.0,92760.45,3435.0,0.0,0.0,35454.0,35692.23,47994.4,2856.0,2856.0,2392.25,17758.0,17758.0,12708.0,8891.0,8891.0,14200.45,100793.0,89295.0,91769.02,0.0,0.0,0.0,73812.44,95043.91,89476.5,829528.11,818948.13,787462.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829528.11,818948.13,787462.87
"IV","2009-10","IRRIGATION & FLOOD CONTROL","1. Major and Medium Irrigation",1363501.84,1363501.84,1048808.93,0.0,0.0,0.0,8400.0,8400.0,8400.0,106750.0,54404.47,51451.34,46910.84,46910.84,85054.13,9230.0,9230.0,8857.56,445454.33,445454.33,76704.93,66000.0,71000.0,66964.97,8500.0,8500.0,8509.0,11800.0,11800.0,7490.69,38000.0,38000.0,23699.0,309564.0,316342.0,316341.54,23400.0,23400.0,8218.6,79239.02,79239.02,189677.8,634399.0,634399.0,627873.0,19900.0,23810.33,17935.66,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19.47,27853.0,28489.91,121943.9,9443.0,12120.0,7824.13,63331.64,53860.0,56978.5,0.0,0.0,0.0,70000.0,43236.0,64425.0,3944.54,2698.9,1561.41,243634.0,197978.0,160894.84,31026.41,31026.41,20758.6,4870.1,4870.0,8747.21,3625152.72,3508672.05,2989141.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,260.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,260.0,3625182.72,3508702.05,2989401.21
"IV","2009-10","IRRIGATION & FLOOD CONTROL","2. Minor Irrigation",155375.0,155375.0,95456.01,3700.0,7022.38,7022.0,3229.0,3230.0,3230.0,17778.0,8550.0,7836.49,47023.5,47023.5,15424.95,5563.21,5563.21,3933.69,92673.05,92673.05,101693.66,0.0,0.0,0.0,13713.0,13558.6,13043.0,19607.0,19607.0,25703.64,8000.0,8000.0,4654.0,77448.0,59858.0,59858.32,6802.0,6802.0,3700.8,30552.2,30552.2,38261.4,119596.0,119596.0,89549.0,6222.0,6222.0,420.67,4900.0,4300.0,4306.2,5805.0,5805.0,250.0,10078.0,10652.22,672.52,19171.8,23936.68,19216.04,20660.0,19835.0,20287.19,21860.05,12500.0,14434.39,477.41,477.41,450.98,5889.0,3204.0,2000.0,4933.83,3167.53,2118.64,40254.0,41329.0,43110.0,36859.36,36859.36,7671.63,15748.0,14748.0,11477.24,793918.41,760447.14,595782.46,251.0,251.0,197.9,50.0,50.0,49.0,110.0,110.0,138.85,20.0,20.0,20.0,3720.0,3720.0,5961.81,0.0,0.0,0.0,3745.17,6353.86,1384.33,7896.17,10504.86,7751.89,801814.58,770952.0,603534.35
"IV","2009-10","IRRIGATION & FLOOD CONTROL","3. Command Area Development",2209.16,2209.16,606.31,250.0,30.0,30.0,670.0,670.0,670.0,8000.0,7350.0,7311.67,2135.893,2135.893,2134.85,519.62,519.62,549.61,1187.29,1187.29,1253.46,7000.0,4200.0,4585.09,350.0,350.0,0.0,1100.0,1100.0,1142.02,200.0,200.0,0.0,9700.0,9700.0,9700.02,452.0,452.0,264.9,1000.0,1000.0,770.78,6015.0,6015.0,12.0,750.0,1643.24,900.0,0.0,10.0,0.84,15.0,15.0,15.0,0.0,0.0,820.75,3700.0,6146.95,6164.88,10878.0,7320.0,12448.03,9524.79,6100.0,6800.32,28.53,28.53,4.2,1394.0,1846.0,1930.0,41.63,20.82,0.0,7919.0,7919.0,7919.0,503.0,503.0,0.0,1600.0,1600.0,1262.28,77142.913,70271.503,67296.01,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,205.0,200.0,77347.913,70476.503,67496.01
"IV","2009-10","IRRIGATION & FLOOD CONTROL","4. Flood Control (includes flood protection works)",24233.0,24233.0,29067.0,500.0,3614.44,3614.0,20843.0,20833.0,9960.99,50422.0,40843.23,40494.41,800.0,800.0,538.69,5945.66,5945.66,7235.35,17705.33,17705.33,363245.37,7600.0,8600.0,8260.81,4511.0,4674.94,7097.0,2568.3,2568.3,5038.74,8800.0,8800.0,826.0,1670.0,1670.0,1670.08,4411.0,4411.0,9442.9,117800.0,117800.0,724.75,1676.0,1676.0,877.0,1935.0,13154.0,1497.72,200.0,250.0,249.98,0.0,0.0,4551.23,0.0,43.0,6673.48,128075.2,126274.88,12985.81,11150.0,12349.0,7090.55,200.0,150.0,182.38,4803.3,4943.3,3307.12,1630.0,16725.0,0.0,1279.28,1262.03,799.86,29650.0,25650.0,23817.0,650.02,650.02,0.0,45754.9,39255.0,28948.38,494812.99,504881.13,578196.6,409.0,409.0,492.07,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.85,0.0,0.0,0.0,600.0,600.0,501.75,4827.98,3378.72,3328.32,5861.98,4412.72,4347.99,500674.97,509293.85,582544.59
"IV","2009-10","IRRIGATION & FLOOD CONTROL","TOTAL - IV ",1545319.0,1545319.0,1173938.25,4450.0,10666.82,10666.0,33142.0,33133.0,22260.99,182950.0,111147.7,107093.91,96870.233,96870.233,103152.62,21258.49,21258.49,20576.21,557020.0,557020.0,542897.42,80600.0,83800.0,79810.87,27074.0,27083.54,28649.0,35075.3,35075.3,39375.09,55000.0,55000.0,29179.0,398382.0,387570.0,387569.96,35065.0,35065.0,21627.2,228591.22,228591.22,229434.73,761686.0,761686.0,718311.0,28807.0,44829.57,20754.05,5100.0,4560.0,4557.02,5821.0,5821.0,4817.23,10078.0,10695.22,8186.22,178800.0,184848.42,160310.63,52131.0,51624.0,47649.9,94916.48,72610.0,78395.59,5309.24,5449.24,3762.3,78913.0,65011.0,68355.0,10199.28,7149.28,4479.91,321457.0,272876.0,235740.84,69038.79,69038.79,28430.23,67973.0,60473.0,50435.11,4991027.033,4844271.823,4230416.28,660.0,660.0,689.97,50.0,50.0,49.0,310.0,310.0,338.85,60.0,60.0,305.85,3740.0,3740.0,5961.81,600.0,600.0,501.75,8573.15,9732.58,4712.65,13993.15,15152.58,12559.88,5005020.183,4859424.403,4242976.16
